category,job,kind,file
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\22009 A-450 Stair Details.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\22009 A-501 Typ Details .pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\22009 A-510 Plan Details.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\22009 A-520 Plan Details_Miscellaneous.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\22009 A-530 Details.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\22009 A-530 Details_20240207.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\22009 A-540 Commercial Detail Sections.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\22009 A-650 Tower A Wall Section Details.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\22009 A-790 Parkade Assemblies.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\22009 A-792 Tower A Assemblies.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\22009 A-800 Window Schedule Parkade and Commercial.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\22009 A-810 Door Schedule.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\22009 A-810 Tower A Window Schedule.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\22009 A-910 Parkade Levels -P1 to P3 Slab Plans colour.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\22009 A-910 Parkade Levels -P1 to P3 Slab Plans.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\22009 A-A610 Tower A Plan Details.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\22009 A-A670 Tower A Envelope Details.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\22009 A-A910 Tower A Slab Plans.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\22009 A-A910 Tower B Slab Plans-2023-09-07.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\22009 A-A920 Tower A  Slab Plans.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\A-101 to A-107 Plans.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\A-A101 Level P1 & -P1 Plan.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\A-A108 to A-A113 Tower A Plans.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\A-A917 Overrun and Roof Tower A  Slab Plan.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\ASP1 Consultant Background Sheets 20240619.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\Langford - Structural Coordination  - 230328.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\LANGFORD - The Scene ASP1.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\LANGFORD - The Scene ASP2.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\Langford 2023-03-17 A-100 Plans Consultant Set.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\Langford 2023-03-17 A-300 Elevations.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\Langford 2023-03-17 A-350 Sections.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\Langford 2023-03-17 A-A910 Tower A Slab Plan.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\Langford A-100 Plans 2022-11-01.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\Langford A-100 Plans 2022-12-02.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\Langford A-100 Plans 2022-12-20.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\Langford A-100 Plans_2023-01-25_BP Set.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\Langford A-100 Plans_2023-01-25_Consultant Set.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\LANGFORD A-100 Plans_Consultant Set 230315.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\Langford A-300 Elevations 2022-12-01.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\Langford A-350 Sections and Parkade Detail Sections-2022-12-01.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\Langford A-450 Stair Details-2022-12-01.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\Langford A-810 Door Schedule-2022-12-01.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\LANGFORD A-A655 Tower A Wall Section 230315.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\Langford Central Coordination Set - 20221024.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\Langford Central KOR CastInPlace Column Layout - 20221024 IM Markup.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\Langford Main Plans_2023-02-01.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\LANGFORD The Scene Tower B Drawings.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\Parkade Levels -P1 to P3 Slab Plans B&W.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\Parkade Levels -P1 to P3 Slab Plans.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\PH Level Column Layout Coordination 230203.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\Stair 3 and Elevator Section.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\The Scene Progress Set 2026-01-09 FOR INFORMATION ONLY.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\Tower A  Slab Plans B&W.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\Tower A  Slab Plans Colour.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\Obsolete\2019-04-01 BCP Row House Jasper Arch - Rev 7.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\Obsolete\2021-04-12 Fairfield Marriott Revelstoke ARCH Rev 6.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\Obsolete\Comfort Inn Arch 2017-08-10 Rev2.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\Obsolete\Langford Central A-312 Building Section.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\Obsolete\Langford Central Condo - 2021-10-14 - Issued For Development Permit.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\Obsolete\Langford Central Condo - Arch.- 2021-12-28.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\Obsolete\Langford Central Drawing Set 2022-09-20.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\Obsolete\Langford Central Plans - Elevations - Sections - 2022-08-26.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\Obsolete\Langford Central Plans and Elevations.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\Obsolete\Langford Central Progress Plans R3 2022-05-10.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\Obsolete\Langford Consultant Review Set 2022-06-16.pdf"
"03 Residential","31017-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\01 Architectural\Obsolete\Langfrod Central - A-300 Building Sections.pdf"
"03 Residential","31017-01","structural-issue","\\Kor-fs01\Projects\Projects\03 Residential\31017-01 (Langford Central Victoria Cast-in-Place)\05 Stickfile\31017-01 - 2026-04-02 - Langford Central - Stickfile-SSI#1.pdf"
"03 Residential","31018-01","other-stick","\\Kor-fs01\Projects\Projects\03 Residential\31018-01 (4049  E Hastings St.)\05 Stickfile\31###-01 YYYY-MM-DD Project Name Stickfile.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\20241018_3532 E Hastings_Architectural IFC - GWA.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\201-209_Floor Plans.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\2023.09.23_3532 E Hastings_Foundation to Grade IFC-Sealed 1.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\2024.04.12 - Arch Floor Plans.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\2024.04.12 - Structural - 3532 E Hastings - GWA Comments.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\2024.05.21_Arch Backgrounds.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\20240923_3532 E Hastings_Concrete Outlines (1).pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\20240923_3532 E Hastings_Concrete Outlines.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\32. Architectural drawings_3532 E Hastings_20240814 2.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\3532 E Hastings Floor Plans.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\3532 E Hastings Full Set (received 2022-05-30).pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\3532 E Hastings Full Set (received 2022-09-18).pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\3532 E Hastings Full Set (received 2022-12-13).pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\3532 E Hastings GWA Structural Markup 31.05.23.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\3532 E Hastings-Sections A, B.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\3532 E Hastings_BP2_Code Compliance_Architectural.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\3532 E Hastings_BP_2022.01 - Sheet - A-000 - Cover Sheet.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\3532 E Hastings_BP_2022.01 - Sheet - A-006 - Site Plan.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\3532 E Hastings_BP_2022.01 - Sheet - A-200 - P1 (Lower Mezzanine) Plan.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\3532 E Hastings_BP_2022.01 - Sheet - A-201 - P1 Plan.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\3532 E Hastings_BP_2022.01 - Sheet - A-202 - L1 Floor Plan.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\3532 E Hastings_BP_2022.01 - Sheet - A-203 - L2 Floor Plan.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\3532 E Hastings_BP_2022.01 - Sheet - A-204 - L3 Floor Plan.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\3532 E Hastings_BP_2022.01 - Sheet - A-205 - L4 Floor Plan.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\3532 E Hastings_BP_2022.01 - Sheet - A-206 - L5 Floor Plan.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\3532 E Hastings_BP_2022.01 - Sheet - A-207 - L6 Floor Plan.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\3532 E Hastings_BP_2022.01 - Sheet - A-208 - L7 Floor Plan.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\3532 E Hastings_BP_2022.01 - Sheet - A-209 - Roof Plan.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\3532 E Hastings_BP_2022.01 - Sheet - A-301 - North (E Hastings) Elevation.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\3532 E Hastings_BP_2022.01 - Sheet - A-302 - South (Laneway) Elevation.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\3532 E Hastings_BP_2022.01 - Sheet - A-303 - West Elevation.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\3532 E Hastings_BP_2022.01 - Sheet - A-304 - East Elevation.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\3532 E Hastings_BP_2022.01 - Sheet - A-401 - Long Section A-A.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\3532 E Hastings_BP_2022.01 - Sheet - A-402 - Long Section B-B.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\3532 E Hastings_BP_2022.01 - Sheet - A-406 - Cross Section F-F.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\3532 E Hastings_BP_2022.01 - Sheet - A-407 - Cross Section G-G.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\3532 E Hastings_BP_2022.01.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\3532 E Hastings_BP_2022.02 - Sheet - A-000 - Cover Sheet.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\3532 E Hastings_BP_2022.02 - Sheet - A-006 - Site Plan.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\3532 E Hastings_BP_2022.02 - Sheet - A-200 - P1 (Lower Mezzanine) Plan.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\3532 E Hastings_BP_2022.02 - Sheet - A-201 - P1 Plan.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\3532 E Hastings_BP_2022.02 - Sheet - A-202 - L1 Floor Plan.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\3532 E Hastings_BP_2022.02 - Sheet - A-203 - L2 Floor Plan.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\3532 E Hastings_BP_2022.02 - Sheet - A-204 - L3 Floor Plan.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\3532 E Hastings_BP_2022.02 - Sheet - A-205 - L4 Floor Plan.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\3532 E Hastings_BP_2022.02 - Sheet - A-206 - L5 Floor Plan.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\3532 E Hastings_BP_2022.02 - Sheet - A-207 - L6 Floor Plan.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\3532 E Hastings_BP_2022.02 - Sheet - A-208 - L7 Floor Plan.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\3532 E Hastings_BP_2022.02 - Sheet - A-209 - Roof Plan.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\3532 E Hastings_BP_2022.02 - Sheet - A-301 - North (E Hastings) Elevation.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\3532 E Hastings_BP_2022.02 - Sheet - A-302 - South (Laneway) Elevation.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\3532 E Hastings_BP_2022.02 - Sheet - A-303 - West Elevation.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\3532 E Hastings_BP_2022.02 - Sheet - A-304 - East Elevation.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\3532 E Hastings_BP_2022.02 - Sheet - A-401 - Long Section A-A.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\3532 E Hastings_BP_2022.02 - Sheet - A-402 - Long Section B-B.pdf"
"03 Residential","31019-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31019-01 (3528-3536 E Hastings St.)\05 Stickfile\01 Architectural\Obsolete\3532 E Hastings_BP_2022.02 - Sheet - A-406 - Cross Section F-F.pdf"
