category,job,kind,file
"03 Residential","30949-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30949-01 (4989 – 5049 Ash Street, Vancouver B.C)\05 Stickfile\01 Architectural\Obsolete\1815 A3.0 Plan-01.pdf"
"03 Residential","30949-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30949-01 (4989 – 5049 Ash Street, Vancouver B.C)\05 Stickfile\01 Architectural\Obsolete\1815 A3.1 Plan-02.pdf"
"03 Residential","30949-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30949-01 (4989 – 5049 Ash Street, Vancouver B.C)\05 Stickfile\01 Architectural\Obsolete\1815 A3.2 Plan-04.pdf"
"03 Residential","30949-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30949-01 (4989 – 5049 Ash Street, Vancouver B.C)\05 Stickfile\01 Architectural\Obsolete\1815 A3.3 Plan-05.pdf"
"03 Residential","30949-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30949-01 (4989 – 5049 Ash Street, Vancouver B.C)\05 Stickfile\01 Architectural\Obsolete\1815 A5.0 Sections.pdf"
"03 Residential","30949-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30949-01 (4989 – 5049 Ash Street, Vancouver B.C)\05 Stickfile\01 Architectural\Obsolete\1815 Arch Dwgs-2020-10-14.pdf"
"03 Residential","30949-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30949-01 (4989 – 5049 Ash Street, Vancouver B.C)\05 Stickfile\01 Architectural\Obsolete\1815 Arch for DP Resubmission-2020-12-15.pdf"
"03 Residential","30949-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30949-01 (4989 – 5049 Ash Street, Vancouver B.C)\05 Stickfile\01 Architectural\Obsolete\1815 Arch-2021-04-07.pdf"
"03 Residential","30949-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30949-01 (4989 – 5049 Ash Street, Vancouver B.C)\05 Stickfile\01 Architectural\Obsolete\1815 Ash St-Working Dwgs-65%.pdf"
"03 Residential","30949-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30949-01 (4989 – 5049 Ash Street, Vancouver B.C)\05 Stickfile\01 Architectural\Obsolete\1815 Autograph BP Submission-2021-09-03.pdf"
"03 Residential","30949-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30949-01 (4989 – 5049 Ash Street, Vancouver B.C)\05 Stickfile\01 Architectural\Obsolete\1815 Autograph IFC-2021-12-08.pdf"
"03 Residential","30949-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30949-01 (4989 – 5049 Ash Street, Vancouver B.C)\05 Stickfile\01 Architectural\Obsolete\1815 Autograph RE-IFT-2021-09-03-compressed.pdf"
"03 Residential","30949-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30949-01 (4989 – 5049 Ash Street, Vancouver B.C)\05 Stickfile\01 Architectural\Obsolete\1815 Autograph-IFT-compressed.pdf"
"03 Residential","30949-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30949-01 (4989 – 5049 Ash Street, Vancouver B.C)\05 Stickfile\01 Architectural\Obsolete\1815 Autograph-Working Dwgs-75%-compressed.pdf"
"03 Residential","30949-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30949-01 (4989 – 5049 Ash Street, Vancouver B.C)\05 Stickfile\01 Architectural\Obsolete\1815 Autograph-Working Dwgs-90%-compressed.pdf"
"03 Residential","30949-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30949-01 (4989 – 5049 Ash Street, Vancouver B.C)\05 Stickfile\01 Architectural\Obsolete\1815 Plan-01-04-Shear Wall Check.pdf"
"03 Residential","30949-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30949-01 (4989 – 5049 Ash Street, Vancouver B.C)\05 Stickfile\01 Architectural\Obsolete\1815 Plans + Sections-2020-05-29.pdf"
"03 Residential","30949-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30949-01 (4989 – 5049 Ash Street, Vancouver B.C)\05 Stickfile\01 Architectural\Obsolete\1815 Unit Plans-2021-02-14.pdf"
"03 Residential","30949-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30949-01 (4989 – 5049 Ash Street, Vancouver B.C)\05 Stickfile\01 Architectural\Obsolete\1815-Arch-2021-08-30.pdf"
"03 Residential","30949-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30949-01 (4989 – 5049 Ash Street, Vancouver B.C)\05 Stickfile\01 Architectural\Obsolete\1815-Arch-2021-11-18.pdf"
"03 Residential","30949-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30949-01 (4989 – 5049 Ash Street, Vancouver B.C)\05 Stickfile\01 Architectural\Obsolete\1815-Ash St-Working Dwgs-50%.pdf"
"03 Residential","30949-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30949-01 (4989 – 5049 Ash Street, Vancouver B.C)\05 Stickfile\01 Architectural\Obsolete\1815-DETAILS.pdf"
"03 Residential","30949-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30949-01 (4989 – 5049 Ash Street, Vancouver B.C)\05 Stickfile\01 Architectural\Obsolete\200702_20210107_5005+5007Ash.Street_High-Level.Reveiwf.pdf"
"03 Residential","30949-01","structural-issue","\\Kor-fs01\Projects\Projects\03 Residential\30949-01 (4989 – 5049 Ash Street, Vancouver B.C)\05 Stickfile\30949-01 2023-05-11 Autograph Stickfile.pdf"
"03 Residential","30950-01","other-stick","\\Kor-fs01\Projects\Projects\03 Residential\30950-01 (59th & Cambie - 7525 Cambie St)\05 Stickfile\31###-01 YYYY-MM-DD Project Name Stickfile.pdf"
"03 Residential","30951-01","other-stick","\\Kor-fs01\Projects\Projects\03 Residential\30951-01 (10744 City Parkway, Surrey BC)\05 Stickfile\31###-01 YYYY-MM-DD Project Name Stickfile.pdf"
"03 Residential","30952-01","other-stick","\\Kor-fs01\Projects\Projects\03 Residential\30952-01 (10744 City Parkway (Phase Two))\05 Stickfile\31###-01 YYYY-MM-DD Project Name Stickfile.pdf"
"03 Residential","30953-01","other-stick","\\Kor-fs01\Projects\Projects\03 Residential\30953-01 (Brewery District 8 @ 230 Keary St)\05 Stickfile\30953-01 2025-08-08 Brewery Str Set.pdf"
"03 Residential","30953-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30953-01 (Brewery District 8 @ 230 Keary St)\05 Stickfile\01 Architectural\2022_05_20_Wesgroup_BD_Building_8_CD-Progress_Architectural.pdf"
"03 Residential","30953-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30953-01 (Brewery District 8 @ 230 Keary St)\05 Stickfile\01 Architectural\A502 - SECTION DETAILS.pdf"
"03 Residential","30953-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30953-01 (Brewery District 8 @ 230 Keary St)\05 Stickfile\01 Architectural\CDA_WSB-8_A-Building_Re-IFC set 2025-03-24.pdf"
"03 Residential","30953-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30953-01 (Brewery District 8 @ 230 Keary St)\05 Stickfile\01 Architectural\CDA_WSB-8_A-Building_SI #010 Column Relocation Draft.pdf"
"03 Residential","30953-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30953-01 (Brewery District 8 @ 230 Keary St)\05 Stickfile\01 Architectural\CDA_WSB-8_A-Reduced Arch Set 2025-02-28.pdf"
"03 Residential","30953-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30953-01 (Brewery District 8 @ 230 Keary St)\05 Stickfile\01 Architectural\CDA_WSB-8_Architectural.pdf"
"03 Residential","30953-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30953-01 (Brewery District 8 @ 230 Keary St)\05 Stickfile\01 Architectural\CDA_WSB-8_SI #050 Draft_consolidated.pdf"
"03 Residential","30953-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30953-01 (Brewery District 8 @ 230 Keary St)\05 Stickfile\01 Architectural\WSB 8 - SI #003 Pre-IFC ID Updates.pdf"
"03 Residential","30953-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30953-01 (Brewery District 8 @ 230 Keary St)\05 Stickfile\01 Architectural\WSB 8 - SI #031 with SSI 13 Architectural structural Updates (Draft).pdf"
"03 Residential","30953-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30953-01 (Brewery District 8 @ 230 Keary St)\05 Stickfile\01 Architectural\WSB 8 - SI 012 (Ramp Revisions) 20240828.pdf"
"03 Residential","30953-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30953-01 (Brewery District 8 @ 230 Keary St)\05 Stickfile\01 Architectural\Old files\00-Elevator study RPT1-62790DND-Rev-B.pdf"
"03 Residential","30953-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30953-01 (Brewery District 8 @ 230 Keary St)\05 Stickfile\01 Architectural\Old files\2021_11_23_Wesgroup_BD_Building_8_BP_Progress.pdf"
"03 Residential","30953-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30953-01 (Brewery District 8 @ 230 Keary St)\05 Stickfile\01 Architectural\Old files\2022-03-17- Wesgroup_Building 8_ACBIM Report #1.pdf"
"03 Residential","30953-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30953-01 (Brewery District 8 @ 230 Keary St)\05 Stickfile\01 Architectural\Old files\2022_03_01_Wesgroup_BD_Building_8_CD-60%_Architectural.pdf"
"03 Residential","30953-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30953-01 (Brewery District 8 @ 230 Keary St)\05 Stickfile\01 Architectural\Old files\2022_03_01_Wesgroup_BD_Building_8_CD-60%_Code.pdf"
"03 Residential","30953-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30953-01 (Brewery District 8 @ 230 Keary St)\05 Stickfile\01 Architectural\Old files\2023.02.13 - Brewery District #8 - 2nd Review Report #2_WG Markups_MM Reviewed.pdf"
"03 Residential","30953-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30953-01 (Brewery District 8 @ 230 Keary St)\05 Stickfile\01 Architectural\Old files\2023.02.13 - Brewery District #8 - 2nd Review Report #3_WG Markups_MM Reviewed.pdf"
"03 Residential","30953-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30953-01 (Brewery District 8 @ 230 Keary St)\05 Stickfile\01 Architectural\Old files\230 Keary St - Excerpt of Progress Set - 2022_10_31.pdf"
"03 Residential","30953-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30953-01 (Brewery District 8 @ 230 Keary St)\05 Stickfile\01 Architectural\Old files\30953-01_Brewery_Str set for Progress_2022-08-08.pdf"
"03 Residential","30953-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30953-01 (Brewery District 8 @ 230 Keary St)\05 Stickfile\01 Architectural\Old files\Site 8 Entry Canopy Detail (Type C).pdf"
"03 Residential","30953-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30953-01 (Brewery District 8 @ 230 Keary St)\05 Stickfile\01 Architectural\Old files\Wesgroup_BD_Building_8_Progress Set_2022_04_18.pdf"
"03 Residential","30953-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30953-01 (Brewery District 8 @ 230 Keary St)\05 Stickfile\01 Architectural\Old files\Wesgroup_Building 8_ACBIM Report #2.pdf"
"03 Residential","30953-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30953-01 (Brewery District 8 @ 230 Keary St)\05 Stickfile\01 Architectural\Old files\Wesgroup_Building 8_ACBIM Report #3, 4 & 5.pdf"
"03 Residential","30953-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30953-01 (Brewery District 8 @ 230 Keary St)\05 Stickfile\01 Architectural\Old files\WSB-8_A-Building_Progress Set-2022-07-12.pdf"
"03 Residential","30954-01","other-stick","\\Kor-fs01\Projects\Projects\03 Residential\30954-01 (4506 Rupert St & 3309 Price St Vancouver)\05 Stickfile\31###-01 YYYY-MM-DD Project Name Stickfile.pdf"
"03 Residential","30954-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30954-01 (4506 Rupert St & 3309 Price St Vancouver)\05 Stickfile\01 Architectural\1705 - 2022-04-14 - Architectural Drawings - Clouded Revisions.pdf"
"03 Residential","30954-01","structural-issue","\\Kor-fs01\Projects\Projects\03 Residential\30954-01 (4506 Rupert St & 3309 Price St Vancouver)\05 Stickfile\30954-01 2023-08-15 4502 Rupert St Stickfile.pdf"
"03 Residential","30955-01","other-stick","\\Kor-fs01\Projects\Projects\03 Residential\30955-01 (1490 W 32nd Ave, Vancouver)\05 Stickfile\30955-01_S5.02.pdf"
"03 Residential","30955-01","other-stick","\\Kor-fs01\Projects\Projects\03 Residential\30955-01 (1490 W 32nd Ave, Vancouver)\05 Stickfile\31###-01 YYYY-MM-DD Project Name Stickfile.pdf"
"03 Residential","30955-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30955-01 (1490 W 32nd Ave, Vancouver)\05 Stickfile\01 Architectural\2023 0213_Arch Progress IFC for coord.pdf"
"03 Residential","30955-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30955-01 (1490 W 32nd Ave, Vancouver)\05 Stickfile\01 Architectural\2023.12.12_1490 W 32 Ave_TRELLIS DRAFT SHEETS FOR COORD.pdf"
"03 Residential","30955-01","structural-issue","\\Kor-fs01\Projects\Projects\03 Residential\30955-01 (1490 W 32nd Ave, Vancouver)\05 Stickfile\30955-01 2023-05-04 1490 W 32nd Ave Stickfile.pdf"
"03 Residential","30955-01","structural-issue","\\Kor-fs01\Projects\Projects\03 Residential\30955-01 (1490 W 32nd Ave, Vancouver)\05 Stickfile\30955-01 2025-01-17 1490 W 32nd Ave Stickfile.pdf"
"03 Residential","30956-01","other-stick","\\Kor-fs01\Projects\Projects\03 Residential\30956-01 (724,726,728 Lea Ave, Coquitlam)\05 Stickfile\30956-Lea Ave-2.pdf"
"03 Residential","30956-01","other-stick","\\Kor-fs01\Projects\Projects\03 Residential\30956-01 (724,726,728 Lea Ave, Coquitlam)\05 Stickfile\30956-Lea Ave-3.pdf"
"03 Residential","30956-01","other-stick","\\Kor-fs01\Projects\Projects\03 Residential\30956-01 (724,726,728 Lea Ave, Coquitlam)\05 Stickfile\31###-01 YYYY-MM-DD Project Name Stickfile.pdf"
"03 Residential","30956-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30956-01 (724,726,728 Lea Ave, Coquitlam)\05 Stickfile\01 Architectural\CA 679- LEA AVENUE- RE-ISSUED FOR IFC.pdf"
"03 Residential","30956-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30956-01 (724,726,728 Lea Ave, Coquitlam)\05 Stickfile\01 Architectural\OLD\CA 679- LEA AVENUE-PARKADE & SLAB PLAN.pdf"
"03 Residential","30956-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30956-01 (724,726,728 Lea Ave, Coquitlam)\05 Stickfile\01 Architectural\OLD\CA 679- LEA AVENUE-SLAB PLAN & SITE SECTIONS .pdf"
"03 Residential","30956-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30956-01 (724,726,728 Lea Ave, Coquitlam)\05 Stickfile\01 Architectural\OLD\CA 679- LEA AVENUE.pdf"
"03 Residential","30956-01","structural-issue","\\Kor-fs01\Projects\Projects\03 Residential\30956-01 (724,726,728 Lea Ave, Coquitlam)\05 Stickfile\30956-01 2025-04-14 Lea Ave Stickfile.pdf"
"03 Residential","30957-01","other-stick","\\Kor-fs01\Projects\Projects\03 Residential\30957-01 (2153-2199 Kingsway @ Gladstone)\05 Stickfile\31###-01 YYYY-MM-DD Project Name Stickfile.pdf"
"03 Residential","30957-01","structural-issue","\\Kor-fs01\Projects\Projects\03 Residential\30957-01 (2153-2199 Kingsway @ Gladstone)\05 Stickfile\30957-01 2024-06-05 Kingsway @ Gladstone Stickfile.pdf"
"03 Residential","30957-03","other-stick","\\Kor-fs01\Projects\Projects\03 Residential\30957-03 (4589 Gladstone St Vancouver)\05 Stickfile\31###-01 YYYY-MM-DD Project Name Stickfile.pdf"
"03 Residential","30957-03","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30957-03 (4589 Gladstone St Vancouver)\05 Stickfile\01 Architectural\A121-LEVEL-01--OVERALL-PLAN-Rev.SI100.pdf"
"03 Residential","30957-03","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30957-03 (4589 Gladstone St Vancouver)\05 Stickfile\01 Architectural\Specs ATM 6684 +  ND B67529 BD.pdf"
"03 Residential","30957-03","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30957-03 (4589 Gladstone St Vancouver)\05 Stickfile\01 Architectural\Vault and Safe Specs.pdf"
"03 Residential","30957-04","other-stick","\\Kor-fs01\Projects\Projects\03 Residential\30957-04 (4589 Gladstone Vancouver Unit L01 - C1)\05 Stickfile\31###-01 YYYY-MM-DD Project Name Stickfile.pdf"
"03 Residential","30957-04","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30957-04 (4589 Gladstone Vancouver Unit L01 - C1)\05 Stickfile\01 Architectural\2024-05-02-BeemKingsway-Rev.2 w EQ.pdf"
"03 Residential","30957-04","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30957-04 (4589 Gladstone Vancouver Unit L01 - C1)\05 Stickfile\01 Architectural\2025-01-23-Beem Kingsway-Schematic 01.pdf"
"03 Residential","30958-05","other-stick","\\Kor-fs01\Projects\Projects\03 Residential\30958-05 (Anytime Fitness Load Review Surrey)\05 Stickfile\31###-01 YYYY-MM-DD Project Name Stickfile.pdf"
"03 Residential","30958-06","other-stick","\\Kor-fs01\Projects\Projects\03 Residential\30958-06 (The Grand Daycare Core Hole Surrey)\05 Stickfile\31###-01 YYYY-MM-DD Project Name Stickfile.pdf"
"03 Residential","30958-08","other-stick","\\Kor-fs01\Projects\Projects\03 Residential\30958-08 (Unit 508 & 509 King George Blvd Surrey)\05 Stickfile\31###-01 YYYY-MM-DD Project Name Stickfile.pdf"
"03 Residential","30959-01","other-stick","\\Kor-fs01\Projects\Projects\03 Residential\30959-01 (Courthouse North Block)\05 Stickfile\31###-01 YYYY-MM-DD Project Name Stickfile.pdf"
"03 Residential","30959-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30959-01 (Courthouse North Block)\05 Stickfile\01 Architectural\2020.09.29_CoCo North Block.pdf"
"03 Residential","30959-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30959-01 (Courthouse North Block)\05 Stickfile\01 Architectural\20_1016_Front & A_Review Set.pdf"
"03 Residential","30959-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30959-01 (Courthouse North Block)\05 Stickfile\01 Architectural\Courthouse North Block - Plans for Markups - 2020-09-30.pdf"
"03 Residential","30959-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30959-01 (Courthouse North Block)\05 Stickfile\01 Architectural\02 - Arch. PDF\Courthouse North Block - Plans and Elevations.pdf"
"03 Residential","30959-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30959-01 (Courthouse North Block)\05 Stickfile\01 Architectural\02 - Arch. PDF\Courthouse North Block - Plans for Markups.pdf"
"03 Residential","30960-01","other-stick","\\Kor-fs01\Projects\Projects\03 Residential\30960-01 (Emerald Place 2300 Madison Ave)\05 Stickfile\31###-01 YYYY-MM-DD Project Name Stickfile.pdf"
"03 Residential","30960-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30960-01 (Emerald Place 2300 Madison Ave)\05 Stickfile\01 Architectural\Emerald Place - L39 conc outline plan (30 April 2024).pdf"
"03 Residential","30960-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30960-01 (Emerald Place 2300 Madison Ave)\05 Stickfile\01 Architectural\Emerald Place - L40 conc outline plan (30 April 2024).pdf"
"03 Residential","30960-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30960-01 (Emerald Place 2300 Madison Ave)\05 Stickfile\01 Architectural\Emerald Place - P5 to P1 plans (26 Jan 2024).pdf"
"03 Residential","30960-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30960-01 (Emerald Place 2300 Madison Ave)\05 Stickfile\01 Architectural\Emerald Place - parking plans (2 April 2024).pdf"
"03 Residential","30960-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30960-01 (Emerald Place 2300 Madison Ave)\05 Stickfile\01 Architectural\Emerald Place - Phase 1 - L1 concrete outline plan (Feb. 29, 2024).pdf"
"03 Residential","30960-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30960-01 (Emerald Place 2300 Madison Ave)\05 Stickfile\01 Architectural\Emerald Place - Phase 2 - Tower 2 L1 plan.pdf"
"03 Residential","30960-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30960-01 (Emerald Place 2300 Madison Ave)\05 Stickfile\01 Architectural\Emerald Place - Phase 2 - Tower 2 L2 & L3 plans.pdf"
"03 Residential","30960-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30960-01 (Emerald Place 2300 Madison Ave)\05 Stickfile\01 Architectural\Emerald Place - Tower 1 L1 column revisions (21 Feb 2024).pdf"
"03 Residential","30960-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30960-01 (Emerald Place 2300 Madison Ave)\05 Stickfile\01 Architectural\Emerald Place - Tower 1 L1 plan (17 Jan 2024).pdf"
"03 Residential","30960-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30960-01 (Emerald Place 2300 Madison Ave)\05 Stickfile\01 Architectural\Emerald Place Phase 1 - architectural BP set (19 Dec 2023).pdf"
"03 Residential","30960-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30960-01 (Emerald Place 2300 Madison Ave)\05 Stickfile\01 Architectural\OLD\2003 - Emerald Place - Phase 1 L1 concrete plan.pdf"
"03 Residential","30960-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30960-01 (Emerald Place 2300 Madison Ave)\05 Stickfile\01 Architectural\OLD\2003 - Emerald Place - Phase 1 Rental Plans - 2023-10-12.pdf"
"03 Residential","30960-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30960-01 (Emerald Place 2300 Madison Ave)\05 Stickfile\01 Architectural\OLD\2003 - Emerald Place - Phase 1 rental plans and sections.pdf"
"03 Residential","30960-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30960-01 (Emerald Place 2300 Madison Ave)\05 Stickfile\01 Architectural\OLD\2003 - Emerald Place - Phase 1 rental plans.pdf"
"03 Residential","30960-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30960-01 (Emerald Place 2300 Madison Ave)\05 Stickfile\01 Architectural\OLD\2003 - Emerald Place - Phase 1 sections-A5.01.pdf"
"03 Residential","30960-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30960-01 (Emerald Place 2300 Madison Ave)\05 Stickfile\01 Architectural\OLD\2003 - Emerald Place - Phase 1 sections-A5.02.pdf"
"03 Residential","30960-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30960-01 (Emerald Place 2300 Madison Ave)\05 Stickfile\01 Architectural\OLD\2003 - Emerald Place - Phase 1 sections-A5.03.pdf"
"03 Residential","30960-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30960-01 (Emerald Place 2300 Madison Ave)\05 Stickfile\01 Architectural\OLD\2003 - Emerald Place - Phase 1 sections-A5.04.pdf"
"03 Residential","30960-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30960-01 (Emerald Place 2300 Madison Ave)\05 Stickfile\01 Architectural\OLD\8851_Drawing_SecantPile_Revised_2017-04-25.pdf"
"03 Residential","30960-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30960-01 (Emerald Place 2300 Madison Ave)\05 Stickfile\01 Architectural\OLD\Copy of Emerald Place - HV Distribution Room coordination Level 1 (12 Aug 2023).pdf"
"03 Residential","30960-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30960-01 (Emerald Place 2300 Madison Ave)\05 Stickfile\01 Architectural\OLD\emerald Place - A3.14 (26 July 2023).pdf"
"03 Residential","30960-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30960-01 (Emerald Place 2300 Madison Ave)\05 Stickfile\01 Architectural\OLD\Emerald Place - A3.15 (26 July 2023).pdf"
"03 Residential","30960-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30960-01 (Emerald Place 2300 Madison Ave)\05 Stickfile\01 Architectural\OLD\Emerald Place - A3.30 (26 July 2023).pdf"
"03 Residential","30960-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30960-01 (Emerald Place 2300 Madison Ave)\05 Stickfile\01 Architectural\OLD\Emerald Place - architectural coordination set (7 July 2023).pdf"
"03 Residential","30960-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30960-01 (Emerald Place 2300 Madison Ave)\05 Stickfile\01 Architectural\OLD\Emerald Place - architectural progress set (8 Dec 2023).pdf"
"03 Residential","30960-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30960-01 (Emerald Place 2300 Madison Ave)\05 Stickfile\01 Architectural\OLD\Emerald Place - architectural rezoning pre-application set (21 Dec 2021).pdf"
"03 Residential","30960-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30960-01 (Emerald Place 2300 Madison Ave)\05 Stickfile\01 Architectural\OLD\Emerald Place - core section L1 to L1 Upper (14 Nov 2023).pdf"
"03 Residential","30960-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30960-01 (Emerald Place 2300 Madison Ave)\05 Stickfile\01 Architectural\OLD\Emerald Place - HV Distribution Room coordination Level 1 (12 Aug 2023).pdf"
"03 Residential","30960-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30960-01 (Emerald Place 2300 Madison Ave)\05 Stickfile\01 Architectural\OLD\Emerald Place - HV Distribution Room coordination Level P1 (12 Aug 2023).pdf"
"03 Residential","30960-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30960-01 (Emerald Place 2300 Madison Ave)\05 Stickfile\01 Architectural\OLD\Emerald Place - L1 concrete outline plan (15 Nov 2023).pdf"
"03 Residential","30960-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30960-01 (Emerald Place 2300 Madison Ave)\05 Stickfile\01 Architectural\OLD\Emerald Place - L1 concrete outline plan (23 Oct 2023).pdf"
"03 Residential","30960-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30960-01 (Emerald Place 2300 Madison Ave)\05 Stickfile\01 Architectural\OLD\Emerald Place - L1 floor plan (15 Nov 2023).pdf"
"03 Residential","30960-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30960-01 (Emerald Place 2300 Madison Ave)\05 Stickfile\01 Architectural\OLD\Emerald Place - L1 plan (10 Nov 2023).pdf"
"03 Residential","30960-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30960-01 (Emerald Place 2300 Madison Ave)\05 Stickfile\01 Architectural\OLD\Emerald Place - L1 plan (15 Dec 2023).pdf"
"03 Residential","30960-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30960-01 (Emerald Place 2300 Madison Ave)\05 Stickfile\01 Architectural\OLD\Emerald Place - L1 reflected ceiling plan (15 Nov 2023).pdf"
"03 Residential","30960-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30960-01 (Emerald Place 2300 Madison Ave)\05 Stickfile\01 Architectural\OLD\Emerald Place - L1 Upper floor plan (15 Nov 2023).pdf"
"03 Residential","30960-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\30960-01 (Emerald Place 2300 Madison Ave)\05 Stickfile\01 Architectural\OLD\Emerald Place - L39 concrete outline plan (9 Nov 2023).pdf"
