run_id,job,page,sheet_number,sheet_type,title,level,scale_note,scale_denominator,slabs,columns,walls,lines,dxf_files,self_check,placed,storeys,flags,failure
"a7a33a8b-53a1-4ff2-89e9-90480b6e7f24","00904-01","1","S1.01","details",,,,"96","8","1","13","378",,,,,,
"a7a33a8b-53a1-4ff2-89e9-90480b6e7f24","00904-01","2","S1.02","plan",,,,"96","0","0","0","0",,,,,,
"a7a33a8b-53a1-4ff2-89e9-90480b6e7f24","00904-01","3","S2.01","plan",,,"1/4"" = 1'-0""","48","44","8","6","1586","S2.01_1_FLOOR PLAN AND CEILING PLAN.dxf",,"True","L1","KOR_C_SLABEDG: closed ring of 168 sq ft on its own — too small for a floor plate and not inside one, so it is linework rather than slab; not modelled.; No slab edge on this drawing would close, and the 6 wall panels do not enclose the floor within a doorway (1829): the ring closes not within eight doorways. The storey has no plate.",
"a7a33a8b-53a1-4ff2-89e9-90480b6e7f24","00904-01","4","S3.01","section/elevation",,,,"96","15","0","10","561",,,,,,
"a7a33a8b-53a1-4ff2-89e9-90480b6e7f24","00904-01","5","S3.02","details",,,,"96","0","0","0","7",,,,,,
"a7a33a8b-53a1-4ff2-89e9-90480b6e7f24","01195-01","1",,"other",,,,"96","27","0","0","7956",,,,,,
"a7a33a8b-53a1-4ff2-89e9-90480b6e7f24","01195-01","2",,"other",,,,"96","14","0","9","7954",,,,,,
"a7a33a8b-53a1-4ff2-89e9-90480b6e7f24","01375-01","1",,"details","S-1GENERAL NOTES & TYPICAL DETAILS",,,"96","7","1","6","11455",,,,,,
"a7a33a8b-53a1-4ff2-89e9-90480b6e7f24","01375-01","2",,"details","S-2GENERAL NOTES & TYPICAL DETAILS",,,"96","27","7","42","6902",,,,,,
"a7a33a8b-53a1-4ff2-89e9-90480b6e7f24","01375-01","3",,"details","S-2AGENERAL NOTES & TYPICAL DETAILS",,,"96","9","12","23","1769",,,,,,
"a7a33a8b-53a1-4ff2-89e9-90480b6e7f24","01375-01","4",,"details","S-3WOOD FRAMING NOTES AND TYPICAL DETAILS",,,"96","8","2","29","7630",,,,,,
"a7a33a8b-53a1-4ff2-89e9-90480b6e7f24","01375-01","5",,"details","S-3ATYPICAL DETAILS",,,"96","19","1","0","3581",,,,,,
"a7a33a8b-53a1-4ff2-89e9-90480b6e7f24","01375-01","6",,"details","S-3BTYPICAL DETAILS",,,"96","11","1","8","1684",,,,,,
"a7a33a8b-53a1-4ff2-89e9-90480b6e7f24","01375-01","7",,"details","S-4WOOD FRAMING NOTES AND TYPICAL DETAILS",,,"96","62","7","69","2749",,,,,,
