run_id,job,page,sheet_number,sheet_type,title,level,scale_note,scale_denominator,slabs,columns,walls,lines,dxf_files,self_check,placed,storeys,flags,failure
"8c2e87fe-8797-4830-8f25-48318e168fb0","00904-01","1","S1.01","details",,,,"96","8","1","13","423",,,,,,
"8c2e87fe-8797-4830-8f25-48318e168fb0","00904-01","2","S1.02","plan",,,,"96","0","0","0","0",,,,,,
"8c2e87fe-8797-4830-8f25-48318e168fb0","00904-01","3","S2.01","plan",,,"1/4"" = 1'-0""","48","44","8","8","1627","S2.01_1_FLOOR PLAN AND CEILING PLAN.dxf",,"True","L1","KOR_C_SLABEDG: a slab outline crossed itself and was read as 0 separate ring(s) rather than one ring through its own edge ().; KOR_C_SLABEDG: a slab outline crossed itself and was read as 1 separate ring(s) rather than one ring through its own edge (55 sq ft).; a floor plate of 28 sq ft lies over one of 55 sq ft already read on this storey and was not modelled — two readings of one floor, not two floors. The larger is kept.; a floor plate of 13 sq ft lies over one of 55 sq ft already read on this storey and was not modelled — two readings of one floor, not two floors. The larger is kept.; KOR_C_SLABEDG: an opening of 10 sq ft cut from a floor of 13 sq ft, its edge 73 in inside — MORE THAN HALF the floor, which is worth checking.; KOR_C_SLABEDG: closed ring of 168 sq ft on its own — too small for a floor plate and not inside one, so it is linework rather than slab; not modelled.; KOR_C_SLABEDG: closed ring of 55 sq ft on its own — too small for a floor plate and not inside one, so it is linework rather than slab; not modelled.; KOR_C_SLABEDG: closed ring of 46 sq ft on its own — too small for a floor plate and not inside one, so it is linework rather than slab; not modelled.; KOR_C_SLABEDG: closed ring of 25 sq ft on its own — too small for a floor plate and not inside one, so it is linework rather than slab; not modelled.; KOR_C_SLABEDG: closed ring of 21 sq ft on its own — too small for a floor plate and not inside one, so it is linework rather than slab; not modelled.; KOR_C_SLABEDG: closed ring of 13 sq ft on its own — too small for a floor plate and not inside one, so it is linework rather than slab; not modelled.; KOR_C_SLABEDG: closed ring of 12 sq ft on its own — too small for a floor plate and not inside one, so it is linework rather than slab; not modelled.; KOR_C_SLABEDG: closed ring of 11 sq ft on its own — too small for a floor plate and not inside one, so it is linework rather than slab; not modelled.; KOR_C_SLABEDG: closed ring of 10 sq ft on its own — too small for a floor plate and not inside one, so it is linework rather than slab; not modelled.; No slab edge on this drawing would close, and the 8 wall panels do not enclose the floor within a doorway (1829): the ring closes at a gap of 14630 (1,299 sq ft). The storey has no plate.; 2 element(s) under 1219"" long and joined to no other wall were modelled as columns. Short faces that form part of a core stay walls.",
"8c2e87fe-8797-4830-8f25-48318e168fb0","00904-01","4","S3.01","section/elevation",,,,"96","16","0","10","566",,,,,,
"8c2e87fe-8797-4830-8f25-48318e168fb0","00904-01","5","S3.02","details",,,,"96","0","0","0","7",,,,,,
"8c2e87fe-8797-4830-8f25-48318e168fb0","01195-01","1",,"other",,,,"96","27","0","0","8105",,,,,,
"8c2e87fe-8797-4830-8f25-48318e168fb0","01195-01","2",,"other",,,,"96","15","0","9","8059",,,,,,
"8c2e87fe-8797-4830-8f25-48318e168fb0","01375-01","1",,"details","S-1GENERAL NOTES & TYPICAL DETAILS",,,"96","7","1","6","11455",,,,,,
"8c2e87fe-8797-4830-8f25-48318e168fb0","01375-01","2",,"details","S-2GENERAL NOTES & TYPICAL DETAILS",,,"96","27","7","45","6912",,,,,,
"8c2e87fe-8797-4830-8f25-48318e168fb0","01375-01","3",,"details","S-2AGENERAL NOTES & TYPICAL DETAILS",,,"96","9","12","23","1781",,,,,,
"8c2e87fe-8797-4830-8f25-48318e168fb0","01375-01","4",,"details","S-3WOOD FRAMING NOTES AND TYPICAL DETAILS",,,"96","8","2","29","7639",,,,,,
"8c2e87fe-8797-4830-8f25-48318e168fb0","01375-01","5",,"details","S-3ATYPICAL DETAILS",,,"96","19","1","0","3584",,,,,,
"8c2e87fe-8797-4830-8f25-48318e168fb0","01375-01","6",,"details","S-3BTYPICAL DETAILS",,,"96","11","1","8","1747",,,,,,
"8c2e87fe-8797-4830-8f25-48318e168fb0","01375-01","7",,"details","S-4WOOD FRAMING NOTES AND TYPICAL DETAILS",,,"96","62","7","69","2818",,,,,,
