category,job,folder,structural_issues,newest_issue_date,newest_date_from_name,newest_issue,other_stick_pdfs,architectural_pdfs,model_folder,e2k,edb
"00 Templates","99999-14","\\Kor-fs01\Projects\Projects\00 Templates\99999-14 Sample Models for Presentation Standards (MB)",0,"","","",4,0,"",0,0
"01 Small Jobs","00171-04","\\Kor-fs01\Projects\Projects\01 Small Jobs\00171-04 (570 West 7th Ave Rood Load Review)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\00171-04 (570 West 7th Ave Rood Load Review)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","00444-03","\\Kor-fs01\Projects\Projects\01 Small Jobs\00444-03 (Jan Timmer Res, 6655 Madrona Cr)",0,"","","",0,0,"",0,0
"01 Small Jobs","00523-02","\\Kor-fs01\Projects\Projects\01 Small Jobs\00523-02 (Denman Place Hotel -Seismic review of hotel tower)",0,"","","",0,0,"",0,0
"01 Small Jobs","00635-02","\\Kor-fs01\Projects\Projects\01 Small Jobs\00635-02 (Tom Gaglardi Residence Review of Wall)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\00635-02 (Tom Gaglardi Residence Review of Wall)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","00638-03","\\Kor-fs01\Projects\Projects\01 Small Jobs\00638-03 (1833 Coast Meridian Rd Ramp Damage)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\00638-03 (1833 Coast Meridian Rd Ramp Damage)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","00656-02","\\Kor-fs01\Projects\Projects\01 Small Jobs\00656-02 (410 Columbia St New Westminster)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\00656-02 (410 Columbia St New Westminster)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","00759-02","\\Kor-fs01\Projects\Projects\01 Small Jobs\00759-02 (535 Thurlow St Vancouver Ceiling Cracks)",0,"","","",2,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\00759-02 (535 Thurlow St Vancouver Ceiling Cracks)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","00831-02","\\Kor-fs01\Projects\Projects\01 Small Jobs\00831-02 (Sandman Penticton Pool Structure)",0,"","","",0,4,"\\Kor-fs01\Projects\Projects\01 Small Jobs\00831-02 (Sandman Penticton Pool Structure)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","00831-03","\\Kor-fs01\Projects\Projects\01 Small Jobs\00831-03 (Sandman Penticton Parapet Wall)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\00831-03 (Sandman Penticton Parapet Wall)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","00966-02","\\Kor-fs01\Projects\Projects\01 Small Jobs\00966-02 (Sperling Plaza 6400-6450 Robert St)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\00966-02 (Sperling Plaza 6400-6450 Robert St)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","00966-04","\\Kor-fs01\Projects\Projects\01 Small Jobs\00966-04 (Sperling Plaza Review Precast Panel)",0,"","","",0,0,"",0,0
"01 Small Jobs","00966-05","\\Kor-fs01\Projects\Projects\01 Small Jobs\00966-05 (Sperling Plaza Review Precast Panel)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\00966-05 (Sperling Plaza Review Precast Panel)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","00966-06","\\Kor-fs01\Projects\Projects\01 Small Jobs\00966-06 (Sperling Plaza Review Precast Panel)",1,"2026-02-23","yes","\\Kor-fs01\Projects\Projects\01 Small Jobs\00966-06 (Sperling Plaza Review Precast Panel)\05 Stickfile\01783-01 2026-02-23 Bean Around The World Lytton Stickfile.pdf",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\00966-06 (Sperling Plaza Review Precast Panel)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","00973-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\00973-01 (3015 Rosebery Avenue)",0,"","","",0,0,"",0,0
"01 Small Jobs","00973-05","\\Kor-fs01\Projects\Projects\01 Small Jobs\00973-05 (Gazebo @ 3015 Rosebery Ave)",0,"","","",0,0,"",0,0
"01 Small Jobs","00973-06","\\Kor-fs01\Projects\Projects\01 Small Jobs\00973-06 (Robert Bosa Residence Balcony)",0,"","","",0,0,"",0,0
"01 Small Jobs","00973-07","\\Kor-fs01\Projects\Projects\01 Small Jobs\00973-07 (Robert Bosa Residence Bridges)",0,"","","",1,0,"",0,0
"01 Small Jobs","00973-08","\\Kor-fs01\Projects\Projects\01 Small Jobs\00973-08 (Robert Bosa Gazebo Redesign)",0,"","","",0,0,"",0,0
"01 Small Jobs","00991-04","\\Kor-fs01\Projects\Projects\01 Small Jobs\00991-04 (425 Carrall St Sidewalk Repair)",0,"","","",0,0,"",0,0
"01 Small Jobs","01009-04","\\Kor-fs01\Projects\Projects\01 Small Jobs\01009-04 (Sutton 845 Burrard Elevator Upgrade)",0,"","","",0,0,"",0,0
"01 Small Jobs","01195-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01195-01 (402 West Pender Cornice)",1,"2021-12-21","yes","\\Kor-fs01\Projects\Projects\01 Small Jobs\01195-01 (402 West Pender Cornice)\05 Stickfile\01195-01 - 402 W Pender - Struct Stickfile - 2021-12-21.pdf",0,1,"",0,0
"01 Small Jobs","01195-04","\\Kor-fs01\Projects\Projects\01 Small Jobs\01195-04 (402 West Pender BP Revisions)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01195-04 (402 West Pender BP Revisions)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01240-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01240-01 (705 Southborough, W Van)",0,"","","",0,0,"",0,0
"01 Small Jobs","01284-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01284-01 (809 Carnarvon St)",0,"","","",0,0,"",0,0
"01 Small Jobs","01291-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01291-01 (Central Park Level 2 Escalator Infill)",0,"","","",0,0,"",0,0
"01 Small Jobs","01321-02","\\Kor-fs01\Projects\Projects\01 Small Jobs\01321-02 Park Royal LCD Kiosk",0,"","","",0,0,"",0,0
"01 Small Jobs","01321-03","\\Kor-fs01\Projects\Projects\01 Small Jobs\01321-03 (Park Royal Digital Media Fixture Lawsuit)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01321-03 (Park Royal Digital Media Fixture Lawsuit)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01323-03","\\Kor-fs01\Projects\Projects\01 Small Jobs\01323-03 (731 Union St New Staircase)",1,"2026-02-23","yes","\\Kor-fs01\Projects\Projects\01 Small Jobs\01323-03 (731 Union St New Staircase)\05 Stickfile\01783-01 2026-02-23 Bean Around The World Lytton Stickfile.pdf",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01323-03 (731 Union St New Staircase)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01347-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01347-01 (1050 United Blvd, Coquitlam - Structural)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01347-01 (1050 United Blvd, Coquitlam - Structural)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01349-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01349-01 (118 Sandringham, N Van)",0,"","","",0,0,"",0,0
"01 Small Jobs","01372-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01372-01 (Park Royal Ferris Wheel)",0,"","","",0,0,"",0,0
"01 Small Jobs","01373-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01373-01 (Kelowna Green Space)",0,"","","",0,0,"",0,0
"01 Small Jobs","01374-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01374-01 (PH3-168 East Esplanade)",0,"","","",0,0,"",0,0
"01 Small Jobs","01375-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01375-01 (Reimer Residence, 6526 Bradner Rd, Abbotsford)",1,"2018-08-10","yes","\\Kor-fs01\Projects\Projects\01 Small Jobs\01375-01 (Reimer Residence, 6526 Bradner Rd, Abbotsford)\05 Stickfile\01375-01 Struct Stickfile 2018-08-10.pdf",0,0,"",0,0
"01 Small Jobs","01376-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01376-01 (Starbucks #4687 Review Core Holes)",0,"","","",0,0,"",0,0
"01 Small Jobs","01379-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01379-01 (1200 Stewart St, Seattle, WA, USA - Peer Review)",1,"2018-02-08","no","\\Kor-fs01\Projects\Projects\01 Small Jobs\01379-01 (1200 Stewart St, Seattle, WA, USA - Peer Review)\05 Stickfile\215369-Stickfile.pdf",0,12,"",0,0
"01 Small Jobs","01380-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01380-01 (238-254 East Esplanade, North Vancouver - Structural Review)",0,"","","",0,0,"",0,0
"01 Small Jobs","01380-02","\\Kor-fs01\Projects\Projects\01 Small Jobs\01380-02 (266 East Esplanade Review)",0,"","","",1,0,"",0,0
"01 Small Jobs","01380-03","\\Kor-fs01\Projects\Projects\01 Small Jobs\01380-03 (288 Esplanade Shake Town Brewing Review)",0,"","","",0,0,"",0,0
"01 Small Jobs","01381-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01381-01 (7th Ave & A St Due Diligence)",0,"","","",0,0,"",0,0
"01 Small Jobs","01382-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01382-01 (445 S Figueroa St Due Diligence)",0,"","","",0,0,"",0,0
"01 Small Jobs","01385-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01385-01 (199 Water St Interconnecting Door)",0,"","","",0,0,"",0,0
"01 Small Jobs","01389-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01389-01 (1146 Garden Drive, Vancouver)",1,"2019-07-04","yes","\\Kor-fs01\Projects\Projects\01 Small Jobs\01389-01 (1146 Garden Drive, Vancouver)\05 Stickfile\01389 Struc Stickfile 2019-07-04.pdf",0,0,"",0,0
"01 Small Jobs","01391-02","\\Kor-fs01\Projects\Projects\01 Small Jobs\01391-02 (5334 Lougheed Hwy - Steel Catwalk)",0,"","","",0,0,"",0,0
"01 Small Jobs","01392-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01392-01 (2310 West 2nd Ave)",0,"","","",0,0,"",0,0
"01 Small Jobs","01394-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01394-01 (Arbutus Block C and D - New Retaining Wall)",0,"","","",0,0,"",0,0
"01 Small Jobs","01397-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01397-01 (3510 Main St Review)",0,"","","",0,0,"",0,0
"01 Small Jobs","01398-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01398-01 (509 SW Marine Dr Core Hole Review)",0,"","","",0,0,"",0,0
"01 Small Jobs","01402-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01402-01 (McIntosh Residence, 4623 Wickenden Road, North Vancouver)",0,"","","",1,0,"",0,0
"01 Small Jobs","01406-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01406-01 (6545 Bonsor Ave, Burnaby)",0,"","","",0,0,"",0,0
"01 Small Jobs","01407-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01407-01 (1033 Robson St, Vancouver - TI)",0,"","","",0,0,"",0,0
"01 Small Jobs","01413-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01413-01 (Southgate Park, 7201 - 14th Ave, Burnaby)",0,"","","",0,0,"",0,0
"01 Small Jobs","01441-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01441-01 (221 West Keith Road, North Vancouver)",0,"","","",0,0,"",0,0
"01 Small Jobs","01444-04","\\Kor-fs01\Projects\Projects\01 Small Jobs\01444-04 (Echelon Cores)",0,"","","",0,0,"",0,0
"01 Small Jobs","01528-02","\\Kor-fs01\Projects\Projects\01 Small Jobs\01528-02 (Central Park-BLDG 9 Unit #125, 3050 Gladwin Road-Cores)",0,"","","",0,0,"",0,0
"01 Small Jobs","01531-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01531-01 (2909 Mathers Ave House Inspection)",0,"","","",0,0,"",0,0
"01 Small Jobs","01537-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01537-01 (GCT Vanterm @ Vancouver Harbour)",0,"","","",0,0,"",0,0
"01 Small Jobs","01537-02","\\Kor-fs01\Projects\Projects\01 Small Jobs\01537-02 (GCT Vanterm Crane 8 Vancouver Harbour)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01537-02 (GCT Vanterm Crane 8 Vancouver Harbour)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01542-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01542-01 (New Movie Set for Jan Kobylka)",0,"","","",0,0,"",0,0
"01 Small Jobs","01543-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01543-01 (3911 Edinburgh, Burnaby BC)",0,"","","",2,0,"",0,0
"01 Small Jobs","01545-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01545-01 (138 E. Pender - Building Review)",0,"","","",0,0,"",0,0
"01 Small Jobs","01547-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01547-01 (246 East 1 Street, North Vancouver BC)",0,"","","",0,0,"",0,0
"01 Small Jobs","01551-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01551-01 (Park Royal Bldg D #140 Hello Nori Review)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01551-01 (Park Royal Bldg D #140 Hello Nori Review)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01552-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01552-01 (Parkdale Manor Project Building Review)",0,"","","",0,0,"",0,0
"01 Small Jobs","01554-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01554-01 (Craft Salt Building - New Stair & Platform)",1,"2022-01-24","yes","\\Kor-fs01\Projects\Projects\01 Small Jobs\01554-01 (Craft Salt Building - New Stair & Platform)\05 Stickfile\01554 Struct Stickfile 2022-01-24.pdf",0,0,"",0,0
"01 Small Jobs","01562-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01562-01 (329 Railway St. Vancouver B.C.)",0,"","","",0,0,"",0,0
"01 Small Jobs","01563-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01563-01 (801 & 807 East 6th Avenue, Vancouver)",0,"","","",0,0,"",0,0
"01 Small Jobs","01564-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01564-01 (#2501 - 1000 Beach Ave T.I.)",0,"","","",0,0,"",0,0
"01 Small Jobs","01567-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01567-01 (1575 Vancouver St. Victoria - Panago TI)",0,"","","",0,0,"",0,0
"01 Small Jobs","01569-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01569-01 (216th Street & 83rd - Williams Pond Deck)",1,"2022-11-01","yes","\\Kor-fs01\Projects\Projects\01 Small Jobs\01569-01 (216th Street & 83rd - Williams Pond Deck)\05 Stickfile\01569-Stickfile-2022-11-01.pdf",0,1,"",0,0
"01 Small Jobs","01570-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01570-01 (#210 - 111 Water St Inspect Wood Column)",0,"","","",0,0,"",0,0
"01 Small Jobs","01571-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01571-01 (Executive Hotel- Lougheed Hwy, Burnaby)",0,"","","",0,0,"",0,0
"01 Small Jobs","01572-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01572-01 (670 Seymour, Vancouver - Dollarama)",0,"","","",0,0,"",0,0
"01 Small Jobs","01573-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01573-01 (Frind Estate Winery Kelowna Mech. Anchor)",0,"","","",0,0,"",0,0
"01 Small Jobs","01575-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01575-01 (246 Nutmeg St San Diego CA Peer Review)",0,"","","",0,0,"",0,0
"01 Small Jobs","01576-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01576-01 (788 Beatty St Safety Reinforcing Tiles)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01576-01 (788 Beatty St Safety Reinforcing Tiles)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01576-03","\\Kor-fs01\Projects\Projects\01 Small Jobs\01576-03 (798 Beatty St Vancouver Review Core Hole)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01576-03 (798 Beatty St Vancouver Review Core Hole)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01580-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01580-01 (1450 Creekside Dr #409 Balcony Review)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01580-01 (1450 Creekside Dr #409 Balcony Review)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01581-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01581-01 (2819 W 7th Ave Backyard Deck Permit)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01581-01 (2819 W 7th Ave Backyard Deck Permit)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01582-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01582-01 (Geier Residence BP Review)",0,"","","",0,32,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01582-01 (Geier Residence BP Review)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01583-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01583-01 (Metrotown UPCC #102-4555 Kingsway)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01583-01 (Metrotown UPCC #102-4555 Kingsway)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01584-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01584-01 (1687 West Broadway Prelim Consultations)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01584-01 (1687 West Broadway Prelim Consultations)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01586-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01586-01 (Saskatoon Parkade & Tower PT Issues)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01586-01 (Saskatoon Parkade & Tower PT Issues)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01587-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01587-01 (Sechelt Steamship Row Consultations)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01587-01 (Sechelt Steamship Row Consultations)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01588-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01588-01 (Storage Buildings Princeton BC)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01588-01 (Storage Buildings Princeton BC)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01589-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01589-01 (629 East 12th Street North Vancouver)",2,"2022-08-08","yes","\\Kor-fs01\Projects\Projects\01 Small Jobs\01589-01 (629 East 12th Street North Vancouver)\05 Stickfile\01589-629 E 12th (Struct Stickfile) 2022-08-08.pdf",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01589-01 (629 East 12th Street North Vancouver)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01590-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01590-01 (4561 Bute St Port Alberni)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01590-01 (4561 Bute St Port Alberni)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01591-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01591-01 (936-938 W 8th-Seismic Assessment)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01591-01 (936-938 W 8th-Seismic Assessment)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01594-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01594-01 (4810 Greentree Pl - Load Bearing Wall)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01594-01 (4810 Greentree Pl - Load Bearing Wall)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01595-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01595-01 (Spectrum Tower Elevator Pit)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01595-01 (Spectrum Tower Elevator Pit)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01598-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01598-01 (2498 Pauline St Unit #1 T.I.)",0,"","","",0,0,"",0,0
"01 Small Jobs","01599-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01599-01 (4851 Water Lane West Vancouver)",1,"2023-06-26","yes","\\Kor-fs01\Projects\Projects\01 Small Jobs\01599-01 (4851 Water Lane West Vancouver)\05 Stickfile\01599-01 2023-06-26 (4851 Water Lane) Struct Stickfile.pdf",0,2,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01599-01 (4851 Water Lane West Vancouver)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01600-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01600-01 (Chop Restaurant Edmonton RTU)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01600-01 (Chop Restaurant Edmonton RTU)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01602-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01602-01 (Victoria and Second Peer Review)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01602-01 (Victoria and Second Peer Review)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01603-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01603-01 (Dempsey North Culvert Headwall)",1,"2022-07-05","yes","\\Kor-fs01\Projects\Projects\01 Small Jobs\01603-01 (Dempsey North Culvert Headwall)\05 Stickfile\01603-Dempsey North Culvert-Struct Stickfile-2022-07-05.pdf",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01603-01 (Dempsey North Culvert Headwall)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01605-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01605-01 (7303 Meadows Ave Structural Consultation)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01605-01 (7303 Meadows Ave Structural Consultation)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01605-02","\\Kor-fs01\Projects\Projects\01 Small Jobs\01605-02 (7303 Meadow Ave Structural Review)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01605-02 (7303 Meadow Ave Structural Review)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01606-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01606-01 (1239 & 1251 Woodland Dr Vancouver)",0,"","","",2,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01606-01 (1239 & 1251 Woodland Dr Vancouver)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01607-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01607-01 (Fraser Mews 340-385 Ginger Dr Garagre)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01607-01 (Fraser Mews 340-385 Ginger Dr Garagre)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01610-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01610-01 (Revelstoke Staff Housing)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01610-01 (Revelstoke Staff Housing)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01611-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01611-01 (2277 W 2 Ave Vancouver Review Structure)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01611-01 (2277 W 2 Ave Vancouver Review Structure)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01614-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01614-01 (Lakeside Home Penticton Expert Witness)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01614-01 (Lakeside Home Penticton Expert Witness)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01615-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01615-01 (City Hall Plaza 4949 Canada Way Burnaby)",0,"","","",0,1,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01615-01 (City Hall Plaza 4949 Canada Way Burnaby)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01616-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01616-01 (721 Railway St Vancouver Review Crack)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01616-01 (721 Railway St Vancouver Review Crack)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01616-02","\\Kor-fs01\Projects\Projects\01 Small Jobs\01616-02 (321 Railway St Vancouver Coring Review)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01616-02 (321 Railway St Vancouver Coring Review)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01617-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01617-01 (The Carina 1233 Cordova St Vancouver)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01617-01 (The Carina 1233 Cordova St Vancouver)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01618-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01618-01 (128 Carrie Courts Cates North Vancouver)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01618-01 (128 Carrie Courts Cates North Vancouver)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01618-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01618-01_OLD (128 Carrie Courts Cates North Vancouver)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01618-01_OLD (128 Carrie Courts Cates North Vancouver)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"01 Small Jobs","01620-01","\\Kor-fs01\Projects\Projects\01 Small Jobs\01620-01 (Archer 1152 Alberni St Core Hole Review)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\01 Small Jobs\01620-01 (Archer 1152 Alberni St Core Hole Review)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
