category,job,folder,structural_issues,newest_issue_date,newest_date_from_name,newest_issue,other_stick_pdfs,architectural_pdfs,model_folder,e2k,edb
"03 Residential","30943-03","\\Kor-fs01\Projects\Projects\03 Residential\30943-03 (Animal Hospital 1115 Kingsway Cores)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\03 Residential\30943-03 (Animal Hospital 1115 Kingsway Cores)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30944-01","\\Kor-fs01\Projects\Projects\03 Residential\30944-01 (539 W. 24th St, North Vancouver)",0,"","","",1,2,"",0,0
"03 Residential","30945-01","\\Kor-fs01\Projects\Projects\03 Residential\30945-01 (Pandora @ 1468 Vancouver St)",0,"","","",2,22,"\\Kor-fs01\Projects\Projects\03 Residential\30945-01 (Pandora @ 1468 Vancouver St)\02 Engineering\02 Lateral Design\01 ETABS MODELS",0,11
"03 Residential","30945-02","\\Kor-fs01\Projects\Projects\03 Residential\30945-02 (Pandora TI for Office and Cafe)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\03 Residential\30945-02 (Pandora TI for Office and Cafe)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30947-01","\\Kor-fs01\Projects\Projects\03 Residential\30947-01 (4745-4795 Main St Vancouver)",1,"2022-11-01","yes","\\Kor-fs01\Projects\Projects\03 Residential\30947-01 (4745-4795 Main St Vancouver)\05 Stickfile\30947-01 2022-11-01 The Riley Stickfile.pdf",1,1,"",0,0
"03 Residential","30947-02","\\Kor-fs01\Projects\Projects\03 Residential\30947-02 (Sweet Thea Bakery 4789 Main St Vancouver)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\03 Residential\30947-02 (Sweet Thea Bakery 4789 Main St Vancouver)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30947-03","\\Kor-fs01\Projects\Projects\03 Residential\30947-03 (Core Community 4785 Main St Vancouver)",0,"","","",1,0,"",0,0
"03 Residential","30947-04","\\Kor-fs01\Projects\Projects\03 Residential\30947-04 (Do Well Physio 4781 Main St Vancouver)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\03 Residential\30947-04 (Do Well Physio 4781 Main St Vancouver)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30947-05","\\Kor-fs01\Projects\Projects\03 Residential\30947-05 (Juno Vet coring)",0,"","","",2,1,"\\Kor-fs01\Projects\Projects\03 Residential\30947-05 (Juno Vet coring)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30948-01","\\Kor-fs01\Projects\Projects\03 Residential\30948-01 (514, 522, 530 W. 59th Vancouver BC)",1,"2026-07-17","yes","\\Kor-fs01\Projects\Projects\03 Residential\30948-01 (514, 522, 530 W. 59th Vancouver BC)\05 Stickfile\30948-01 2026-07-17 Cambie 59 Stickfile.pdf",0,21,"",0,0
"03 Residential","30949-01","\\Kor-fs01\Projects\Projects\03 Residential\30949-01 (4989 – 5049 Ash Street, Vancouver B.C)",1,"2023-05-11","yes","\\Kor-fs01\Projects\Projects\03 Residential\30949-01 (4989 – 5049 Ash Street, Vancouver B.C)\05 Stickfile\30949-01 2023-05-11 Autograph Stickfile.pdf",0,26,"",0,0
"03 Residential","30950-01","\\Kor-fs01\Projects\Projects\03 Residential\30950-01 (59th & Cambie - 7525 Cambie St)",0,"","","",1,0,"",0,0
"03 Residential","30951-01","\\Kor-fs01\Projects\Projects\03 Residential\30951-01 (10744 City Parkway, Surrey BC)",0,"","","",1,0,"",0,0
"03 Residential","30952-01","\\Kor-fs01\Projects\Projects\03 Residential\30952-01 (10744 City Parkway (Phase Two))",0,"","","",1,0,"",0,0
"03 Residential","30953-01","\\Kor-fs01\Projects\Projects\03 Residential\30953-01 (Brewery District 8 @ 230 Keary St)",0,"","","",1,24,"",0,0
"03 Residential","30954-01","\\Kor-fs01\Projects\Projects\03 Residential\30954-01 (4506 Rupert St & 3309 Price St Vancouver)",1,"2023-08-15","yes","\\Kor-fs01\Projects\Projects\03 Residential\30954-01 (4506 Rupert St & 3309 Price St Vancouver)\05 Stickfile\30954-01 2023-08-15 4502 Rupert St Stickfile.pdf",1,1,"",0,0
"03 Residential","30955-01","\\Kor-fs01\Projects\Projects\03 Residential\30955-01 (1490 W 32nd Ave, Vancouver)",2,"2025-01-17","yes","\\Kor-fs01\Projects\Projects\03 Residential\30955-01 (1490 W 32nd Ave, Vancouver)\05 Stickfile\30955-01 2025-01-17 1490 W 32nd Ave Stickfile.pdf",2,2,"",0,0
"03 Residential","30956-01","\\Kor-fs01\Projects\Projects\03 Residential\30956-01 (724,726,728 Lea Ave, Coquitlam)",1,"2025-04-14","yes","\\Kor-fs01\Projects\Projects\03 Residential\30956-01 (724,726,728 Lea Ave, Coquitlam)\05 Stickfile\30956-01 2025-04-14 Lea Ave Stickfile.pdf",3,4,"",0,0
"03 Residential","30957-01","\\Kor-fs01\Projects\Projects\03 Residential\30957-01 (2153-2199 Kingsway @ Gladstone)",1,"2024-06-05","yes","\\Kor-fs01\Projects\Projects\03 Residential\30957-01 (2153-2199 Kingsway @ Gladstone)\05 Stickfile\30957-01 2024-06-05 Kingsway @ Gladstone Stickfile.pdf",1,0,"",0,0
"03 Residential","30957-03","\\Kor-fs01\Projects\Projects\03 Residential\30957-03 (4589 Gladstone St Vancouver)",0,"","","",1,3,"\\Kor-fs01\Projects\Projects\03 Residential\30957-03 (4589 Gladstone St Vancouver)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30957-04","\\Kor-fs01\Projects\Projects\03 Residential\30957-04 (4589 Gladstone Vancouver Unit L01 - C1)",0,"","","",1,2,"\\Kor-fs01\Projects\Projects\03 Residential\30957-04 (4589 Gladstone Vancouver Unit L01 - C1)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30957-05","\\Kor-fs01\Projects\Projects\03 Residential\30957-05 (2185 Kingsway St Pet Valu Core Hole)",0,"","","",0,0,"",0,0
"03 Residential","30958-05","\\Kor-fs01\Projects\Projects\03 Residential\30958-05 (Anytime Fitness Load Review Surrey)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\03 Residential\30958-05 (Anytime Fitness Load Review Surrey)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30958-06","\\Kor-fs01\Projects\Projects\03 Residential\30958-06 (The Grand Daycare Core Hole Surrey)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\03 Residential\30958-06 (The Grand Daycare Core Hole Surrey)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30958-08","\\Kor-fs01\Projects\Projects\03 Residential\30958-08 (Unit 508 & 509 King George Blvd Surrey)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\03 Residential\30958-08 (Unit 508 & 509 King George Blvd Surrey)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30959-01","\\Kor-fs01\Projects\Projects\03 Residential\30959-01 (Courthouse North Block)",0,"","","",1,5,"",0,0
"03 Residential","30960-01","\\Kor-fs01\Projects\Projects\03 Residential\30960-01 (Emerald Place 2300 Madison Ave)",1,"2025-03-03","yes","\\Kor-fs01\Projects\Projects\03 Residential\30960-01 (Emerald Place 2300 Madison Ave)\05 Stickfile\30960-01 2025-03-03 Emerald Place Stickfile.pdf",1,70,"",0,0
"03 Residential","30960-02","\\Kor-fs01\Projects\Projects\03 Residential\30960-02 (Emerald Place Sales Centre Burnaby)",1,"2024-04-08","yes","\\Kor-fs01\Projects\Projects\03 Residential\30960-02 (Emerald Place Sales Centre Burnaby)\05 Stickfile\30960-02 2024-04-08 Emerald Sales Centre Stickfile.pdf",1,27,"\\Kor-fs01\Projects\Projects\03 Residential\30960-02 (Emerald Place Sales Centre Burnaby)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30960-03","\\Kor-fs01\Projects\Projects\03 Residential\30960-03 (Emerald Place Phase 2 Burnaby)",0,"","","",2,8,"\\Kor-fs01\Projects\Projects\03 Residential\30960-03 (Emerald Place Phase 2 Burnaby)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30961-01","\\Kor-fs01\Projects\Projects\03 Residential\30961-01 (River District Parcel 29 & 30)",1,"2026-04-23","yes","\\Kor-fs01\Projects\Projects\03 Residential\30961-01 (River District Parcel 29 & 30)\05 Stickfile\30961-01 - 2026-04-23 - Parcel 29 - Structural Stickfile (including SSI#10).pdf",0,55,"",0,0
"03 Residential","30961-02","\\Kor-fs01\Projects\Projects\03 Residential\30961-02 (River District Parcel 30)",1,"2024-10-03","yes","\\Kor-fs01\Projects\Projects\03 Residential\30961-02 (River District Parcel 30)\05 Stickfile\30961-02 - 2024-10-03 - Parcel 30 - Struct. Stickfile.pdf",0,11,"",0,0
"03 Residential","30963-01","\\Kor-fs01\Projects\Projects\03 Residential\30963-01 (Richards & Drake Vancouver)",0,"","","",1,16,"",0,0
"03 Residential","30964-01","\\Kor-fs01\Projects\Projects\03 Residential\30964-01 (Central Project - Langford, BC)",0,"","","",0,0,"",0,0
"03 Residential","30965-01","\\Kor-fs01\Projects\Projects\03 Residential\30965-01 (Gateway Project - Langford BC)",0,"","","",1,0,"",0,0
"03 Residential","30966-01","\\Kor-fs01\Projects\Projects\03 Residential\30966-01 (3522 Main St Vancouver)",0,"","","",2,6,"",0,0
"03 Residential","30967-01","\\Kor-fs01\Projects\Projects\03 Residential\30967-01 (Boardwalk Apartments, Tsawwassen, BC)",0,"","","",1,3,"",0,0
"03 Residential","30968-01","\\Kor-fs01\Projects\Projects\03 Residential\30968-01 (4992-5138 Ash St Vancouver)",0,"","","",1,0,"",0,0
"03 Residential","30969-01","\\Kor-fs01\Projects\Projects\03 Residential\30969-01 (1513 Johnston St White Rock)",0,"","","",1,0,"",0,0
"03 Residential","30970-01","\\Kor-fs01\Projects\Projects\03 Residential\30970-01 (708-796 Renfrew Street, Vancouver B.C.)",0,"","","",2,0,"",0,0
"03 Residential","30971-01","\\Kor-fs01\Projects\Projects\03 Residential\30971-01 (10294 & 10302 City Parkway, Surrey, B.C)",1,"2023-01-19","yes","\\Kor-fs01\Projects\Projects\03 Residential\30971-01 (10294 & 10302 City Parkway, Surrey, B.C)\05 Stickfile\30971-01 2023-01-19 City Parkway Stickfile.pdf",1,21,"",0,0
"03 Residential","30972-01","\\Kor-fs01\Projects\Projects\03 Residential\30972-01 (18th & 18th, Burnaby BC)",1,"2023-09-26","yes","\\Kor-fs01\Projects\Projects\03 Residential\30972-01 (18th & 18th, Burnaby BC)\05 Stickfile\30972-01 - 2023-09-26 - 18th & 18th - Stickfile.pdf",0,21,"\\Kor-fs01\Projects\Projects\03 Residential\30972-01 (18th & 18th, Burnaby BC)\02 Engineering\02 Lateral Design\01 ETABS MODELS",0,5
"03 Residential","30973-01","\\Kor-fs01\Projects\Projects\03 Residential\30973-01 (Compass Co-Housing Project, Langley)",1,"2025-11-07","yes","\\Kor-fs01\Projects\Projects\03 Residential\30973-01 (Compass Co-Housing Project, Langley)\05 Stickfile\30973-01 2025-11-07 Compass Stickfile.pdf",2,25,"",0,0
"03 Residential","30974-01","\\Kor-fs01\Projects\Projects\03 Residential\30974-01 (View & Maple Development - Mission BC)",1,"2023-07-26","yes","\\Kor-fs01\Projects\Projects\03 Residential\30974-01 (View & Maple Development - Mission BC)\05 Stickfile\30974-01 2023-07-26 View & Maple Stickfile.pdf",2,16,"",0,0
"03 Residential","30974-01","\\Kor-fs01\Projects\Projects\03 Residential\30974-01 (View & Maple Development - Mission BC) keep!",0,"","","",0,0,"",0,0
"03 Residential","30977-01","\\Kor-fs01\Projects\Projects\03 Residential\30977-01 (4108 Cambie St, Vancouver)",1,"2025-04-29","yes","\\Kor-fs01\Projects\Projects\03 Residential\30977-01 (4108 Cambie St, Vancouver)\05 Stickfile\30977-01 2025-04-29 Sterling Stickfile.pdf",0,25,"",0,0
"03 Residential","30977-03","\\Kor-fs01\Projects\Projects\03 Residential\30977-03 (Sterling Rogers Tower Drawings Review)",0,"","","",0,0,"",0,0
"03 Residential","30978-01","\\Kor-fs01\Projects\Projects\03 Residential\30978-01 (Dilworth Shopping Centre Kelowna)",2,"2026-09-09","yes","\\Kor-fs01\Projects\Projects\03 Residential\30978-01 (Dilworth Shopping Centre Kelowna)\05 Stickfile\30978-01 2026-09-09 Dilworth Centre Phase 1 Stickfile up to SSI 34.pdf",0,0,"",0,0
"03 Residential","30980-01","\\Kor-fs01\Projects\Projects\03 Residential\30980-01 (880 W 15 St North Vancouver)",1,"2025-09-05","yes","\\Kor-fs01\Projects\Projects\03 Residential\30980-01 (880 W 15 St North Vancouver)\05 Stickfile\30980-01_2025-09-05_880 W 15 Stickfile.pdf",1,25,"",0,0
"03 Residential","30981-01","\\Kor-fs01\Projects\Projects\03 Residential\30981-01 (2970 Kingsway, Vancouver, B.C.)",0,"","","",1,1,"",0,0
"03 Residential","30982-01","\\Kor-fs01\Projects\Projects\03 Residential\30982-01 (2037-2061 East Broadway Vancouver)",1,"2026-04-06","yes","\\Kor-fs01\Projects\Projects\03 Residential\30982-01 (2037-2061 East Broadway Vancouver)\05 Stickfile\30982-01 2026-04-06 Entroterra Stickfile SSI#17.pdf",0,59,"",0,0
"03 Residential","30982-10","\\Kor-fs01\Projects\Projects\03 Residential\30982-10 (Entro Terra 2055 E Broadway Vancouver)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\03 Residential\30982-10 (Entro Terra 2055 E Broadway Vancouver)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30983-01","\\Kor-fs01\Projects\Projects\03 Residential\30983-01 (6825 West Boulevard Vancouver)",1,"2022-02-14","yes","\\Kor-fs01\Projects\Projects\03 Residential\30983-01 (6825 West Boulevard Vancouver)\05 Stickfile\30983-01 2022-02-14 6825 West Boulevard Stickfile.pdf",1,0,"",0,0
"03 Residential","30984-01","\\Kor-fs01\Projects\Projects\03 Residential\30984-01 (Central Park Village – Building 3)",1,"2022-10-07","yes","\\Kor-fs01\Projects\Projects\03 Residential\30984-01 (Central Park Village – Building 3)\05 Stickfile\30984-01 2022-10-07 Central Park Village Building 3 Stickfile.pdf",1,1,"",0,0
"03 Residential","30985-01","\\Kor-fs01\Projects\Projects\03 Residential\30985-01 (Rock Ridge @ 44-60 Seaview Dr Port Moody)",1,"2022-06-24","yes","\\Kor-fs01\Projects\Projects\03 Residential\30985-01 (Rock Ridge @ 44-60 Seaview Dr Port Moody)\05 Stickfile\30985-01 2022-06-24 Rock Ridge Stickfile.pdf",1,1,"",0,0
"03 Residential","30986-01","\\Kor-fs01\Projects\Projects\03 Residential\30986-01 (Kechi-O-Wekowin 9537 Prince Charles Blvd)",1,"2026-06-18","yes","\\Kor-fs01\Projects\Projects\03 Residential\30986-01 (Kechi-O-Wekowin 9537 Prince Charles Blvd)\05 Stickfile\30986-01 Kechi-O-Wekowin Phase 1 Stickfile 2026-06-18.pdf",4,22,"",0,0
"03 Residential","30986-02","\\Kor-fs01\Projects\Projects\03 Residential\30986-02 (Kechi-O-Wekowin Ph 2 Surrey)",2,"2026-02-12","yes","\\Kor-fs01\Projects\Projects\03 Residential\30986-02 (Kechi-O-Wekowin Ph 2 Surrey)\05 Stickfile\30986-02 2026-02-12 Kechi-O-Wekowin PH2 Stickfile.pdf",1,35,"\\Kor-fs01\Projects\Projects\03 Residential\30986-02 (Kechi-O-Wekowin Ph 2 Surrey)\02 Engineering\02 Lateral Design\01 ETABS Models",0,7
"03 Residential","30987-01","\\Kor-fs01\Projects\Projects\03 Residential\30987-01 (Hoy Creek Housing Phase 2)",0,"","","",1,0,"",0,0
"03 Residential","30988-01","\\Kor-fs01\Projects\Projects\03 Residential\30988-01 (Queensborough Neighborhood Phase 1 & 2)",7,"2026-05-25","yes","\\Kor-fs01\Projects\Projects\03 Residential\30988-01 (Queensborough Neighborhood Phase 1 & 2)\05 Stickfile\30988 MV Phase 3 Stickfile 2026-05-25.pdf",2,8,"",0,0
"03 Residential","30989-01","\\Kor-fs01\Projects\Projects\03 Residential\30989-01 (Telford Avenue, Burnaby - Rental Tower)",1,"2024-01-26","yes","\\Kor-fs01\Projects\Projects\03 Residential\30989-01 (Telford Avenue, Burnaby - Rental Tower)\05 Stickfile\30989-01 2024-01-26 Telford Rental Tower Stickfile.pdf",2,8,"\\Kor-fs01\Projects\Projects\03 Residential\30989-01 (Telford Avenue, Burnaby - Rental Tower)\02 Engineering\02 Lateral Design\01 ETABS Models",0,8
"03 Residential","30990-01","\\Kor-fs01\Projects\Projects\03 Residential\30990-01 (5562-5688 Manson Street, Vancouver, B.C.)",2,"2025-08-29","yes","\\Kor-fs01\Projects\Projects\03 Residential\30990-01 (5562-5688 Manson Street, Vancouver, B.C.)\05 Stickfile\30990-01 2025-08-29 5688 Manson Stickfile (KW comments).pdf",0,33,"\\Kor-fs01\Projects\Projects\03 Residential\30990-01 (5562-5688 Manson Street, Vancouver, B.C.)\02 Engineering\02 Lateral Design\01 ETABS Models",1,29
"03 Residential","30991-01","\\Kor-fs01\Projects\Projects\03 Residential\30991-01 (Alpha Gardens Phase 2, Burnaby, B.C.)",0,"","","",1,0,"",0,0
"03 Residential","30992-01","\\Kor-fs01\Projects\Projects\03 Residential\30992-01 (1141 Crestline Road, West Vancouver)",1,"2021-10-07","yes","\\Kor-fs01\Projects\Projects\03 Residential\30992-01 (1141 Crestline Road, West Vancouver)\05 Stickfile\30992-01 2021-10-07 Crestline Stickfile.pdf",1,0,"",0,0
"03 Residential","30993-01","\\Kor-fs01\Projects\Projects\03 Residential\30993-01 (1st & Island San Diego)",1,"2025-10-31","yes","\\Kor-fs01\Projects\Projects\03 Residential\30993-01 (1st & Island San Diego)\05 Stickfile\30993-01 2025-10-31 1st & Island San Diego Stickfile.pdf",0,79,"\\Kor-fs01\Projects\Projects\03 Residential\30993-01 (1st & Island San Diego)\02 Engineering\02 Lateral Design\01 ETABS Models",1,7
"03 Residential","30994-01","\\Kor-fs01\Projects\Projects\03 Residential\30994-01 (Kingsland- 523-73 Avenue SW, Calgary AB)",1,"2024-05-13","yes","\\Kor-fs01\Projects\Projects\03 Residential\30994-01 (Kingsland- 523-73 Avenue SW, Calgary AB)\05 Stickfile\30994-01 2024-05-13 - Belvedere - Stickfile .pdf",1,2,"",0,0
"03 Residential","30994-02","\\Kor-fs01\Projects\Projects\03 Residential\30994-02 (Kingsland - Level 1 Slab Design)",0,"","","",1,0,"",0,0
"03 Residential","30995-01","\\Kor-fs01\Projects\Projects\03 Residential\30995-01 (SOCO 2 - 520 Young Drive, Coquitlam)",0,"","","",2,32,"",0,0
"03 Residential","30996-01","\\Kor-fs01\Projects\Projects\03 Residential\30996-01 (Gardena & Claremont Coquitlam)",0,"","","",1,45,"",0,0
"03 Residential","30996-02","\\Kor-fs01\Projects\Projects\03 Residential\30996-02 (Gardena Sales Centre)",1,"2023-09-29","yes","\\Kor-fs01\Projects\Projects\03 Residential\30996-02 (Gardena Sales Centre)\05 Stickfile\30996-02 2023-09-29 Gardena Sales Centre Stickfile.pdf",1,2,"\\Kor-fs01\Projects\Projects\03 Residential\30996-02 (Gardena Sales Centre)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30996-03","\\Kor-fs01\Projects\Projects\03 Residential\30996-03 (Gardena South Tower Coquitlam)",0,"","","",1,6,"\\Kor-fs01\Projects\Projects\03 Residential\30996-03 (Gardena South Tower Coquitlam)\02 Engineering\02 Lateral Design\01 ETABS Models",0,11
"03 Residential","30996-04","\\Kor-fs01\Projects\Projects\03 Residential\30996-04 (Gardena North L3 Slab Design Coquitlam)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\03 Residential\30996-04 (Gardena North L3 Slab Design Coquitlam)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30996-05","\\Kor-fs01\Projects\Projects\03 Residential\30996-05 (Gardena North P1 Slab Remedial Work)",0,"","","",0,0,"",0,0
"03 Residential","30996-06","\\Kor-fs01\Projects\Projects\03 Residential\30996-06 (Gardena South Tower Level 6 Coquitlam)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\03 Residential\30996-06 (Gardena South Tower Level 6 Coquitlam)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30996-08","\\Kor-fs01\Projects\Projects\03 Residential\30996-08 (Gardena North L 26 and 29 Core Hole)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\03 Residential\30996-08 (Gardena North L 26 and 29 Core Hole)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30996-09","\\Kor-fs01\Projects\Projects\03 Residential\30996-09 (Gardena North Mechanical Anchors)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\03 Residential\30996-09 (Gardena North Mechanical Anchors)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30997-01","\\Kor-fs01\Projects\Projects\03 Residential\30997-01 (The Quince – Bankers Hill, San Diego CA)",2,"2026-09-01","yes","\\Kor-fs01\Projects\Projects\03 Residential\30997-01 (The Quince – Bankers Hill, San Diego CA)\05 Stickfile\30997-01 2026-09-01 The Quince Stickfile SSI-014.pdf",0,145,"",0,0
"03 Residential","30998-01","\\Kor-fs01\Projects\Projects\03 Residential\30998-01 (7465 Griffiths Dr Burnaby)",0,"","","",1,1,"",0,0
"03 Residential","30999-01","\\Kor-fs01\Projects\Projects\03 Residential\30999-01 (8555 120th St Delta)",0,"","","",1,0,"",0,0
"03 Residential","31000-01","\\Kor-fs01\Projects\Projects\03 Residential\31000-01 (Gateway Village 10955 City Parkway)",0,"","","",1,8,"\\Kor-fs01\Projects\Projects\03 Residential\31000-01 (Gateway Village 10955 City Parkway)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","31001-01","\\Kor-fs01\Projects\Projects\03 Residential\31001-01 (4th & Ash, San Diego)",1,"2022-02-15","yes","\\Kor-fs01\Projects\Projects\03 Residential\31001-01 (4th & Ash, San Diego)\05 Stickfile\31009-01 2022-02-15 4th & Ash Sewer Pipe Protection Design Stickfile.pdf",1,7,"",0,0
"03 Residential","31002-01","\\Kor-fs01\Projects\Projects\03 Residential\31002-01 (8880 Cambie Road, Richmond, B.C.)",0,"","","",1,0,"",0,0
"03 Residential","31003-01","\\Kor-fs01\Projects\Projects\03 Residential\31003-01 (Sendero Apartments, San Diego CA)",2,"2022-05-26","yes","\\Kor-fs01\Projects\Projects\03 Residential\31003-01 (Sendero Apartments, San Diego CA)\05 Stickfile\31003-01 2022-05-26 Sendero Struct Stickfile.pdf",0,4,"\\Kor-fs01\Projects\Projects\03 Residential\31003-01 (Sendero Apartments, San Diego CA)\02 Engineering\02 Lateral Design\01 ETABS Models",0,3
"03 Residential","31004-01","\\Kor-fs01\Projects\Projects\03 Residential\31004-01 (UBC Lot 6 – UBC, Wesbrook Place)",1,"2025-02-06","yes","\\Kor-fs01\Projects\Projects\03 Residential\31004-01 (UBC Lot 6 – UBC, Wesbrook Place)\05 Stickfile\31004-01 - 2025-02-06-UBC Lot 6 - stickfile (up to SSI-04).pdf",2,41,"",0,0
"03 Residential","31005-01","\\Kor-fs01\Projects\Projects\03 Residential\31005-01 (First & Beech, San Diego, California)",2,"2025-06-13","yes","\\Kor-fs01\Projects\Projects\03 Residential\31005-01 (First & Beech, San Diego, California)\05 Stickfile\31005-01 2025-06-13  1ST & BEECH Stickset CC#5.pdf",0,83,"\\Kor-fs01\Projects\Projects\03 Residential\31005-01 (First & Beech, San Diego, California)\02 Engineering\02 Lateral Design\01 ETABS MODELS",0,17
"03 Residential","31006-01","\\Kor-fs01\Projects\Projects\03 Residential\31006-01 (53A RF Apartments, Langley B.C)",1,"2025-08-28","yes","\\Kor-fs01\Projects\Projects\03 Residential\31006-01 (53A RF Apartments, Langley B.C)\05 Stickfile\31006-01 2025-08-28 53A RF Apartments Stickfile.pdf",1,2,"\\Kor-fs01\Projects\Projects\03 Residential\31006-01 (53A RF Apartments, Langley B.C)\02 Engineering\02 Lateral Design\01 ETABS Models",3,3
"03 Residential","31007-01","\\Kor-fs01\Projects\Projects\03 Residential\31007-01 (Springer & Douglas Burnaby BC)",1,"2026-02-13","yes","\\Kor-fs01\Projects\Projects\03 Residential\31007-01 (Springer & Douglas Burnaby BC)\05 Stickfile\31007-01 2026-02-13 Springer & Douglas Str Stickfile.pdf",1,24,"",0,0
"03 Residential","31008-01","\\Kor-fs01\Projects\Projects\03 Residential\31008-01 (3660 Reynard Way, San Diego, California)",0,"","","",1,71,"\\Kor-fs01\Projects\Projects\03 Residential\31008-01 (3660 Reynard Way, San Diego, California)\02 Engineering\02 Lateral Design\01 ETABS Models",0,11
"03 Residential","31009-01","\\Kor-fs01\Projects\Projects\03 Residential\31009-01 (Pegasus – 2504 C Street, San Diego CA)",1,"2026-08-21","yes","\\Kor-fs01\Projects\Projects\03 Residential\31009-01 (Pegasus – 2504 C Street, San Diego CA)\05 Stickfile\31009-01 2026-08-21 Pegasus Stickset with CC3.pdf",0,45,"\\Kor-fs01\Projects\Projects\03 Residential\31009-01 (Pegasus – 2504 C Street, San Diego CA)\02 Engineering\02 Lateral Design\01 ETABS Models",0,13
"03 Residential","31010-01","\\Kor-fs01\Projects\Projects\03 Residential\31010-01 (Little Italy State St & Hawthorn St)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\03 Residential\31010-01 (Little Italy State St & Hawthorn St)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","31011-01","\\Kor-fs01\Projects\Projects\03 Residential\31011-01 (1926-1978 East Broadway Vancouver)",0,"","","",1,2,"\\Kor-fs01\Projects\Projects\03 Residential\31011-01 (1926-1978 East Broadway Vancouver)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","31012-01","\\Kor-fs01\Projects\Projects\03 Residential\31012-01 (Canderel 3965 North Road Burnaby)",0,"","","",1,7,"\\Kor-fs01\Projects\Projects\03 Residential\31012-01 (Canderel 3965 North Road Burnaby)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","31013-01","\\Kor-fs01\Projects\Projects\03 Residential\31013-01 (55 West Hastings St Vancouver)",1,"2026-04-17","yes","\\Kor-fs01\Projects\Projects\03 Residential\31013-01 (55 West Hastings St Vancouver)\05 Stickfile\31013-01 2026-04-17 - 55 West Hastings Stickfile.pdf",1,42,"\\Kor-fs01\Projects\Projects\03 Residential\31013-01 (55 West Hastings St Vancouver)\02 Engineering\02 Lateral Design\01 ETABS Models",0,8
"03 Residential","31014-01","\\Kor-fs01\Projects\Projects\03 Residential\31014-01 (11655 Fraser St - FIG Maple Ridge)",2,"2023-10-24","yes","\\Kor-fs01\Projects\Projects\03 Residential\31014-01 (11655 Fraser St - FIG Maple Ridge)\05 Stickfile\31014-01 2023-10-24 Fraser St Stickfile.pdf",1,7,"",0,0
"03 Residential","31015-01","\\Kor-fs01\Projects\Projects\03 Residential\31015-01 (4400 Fraser Street)",1,"2025-03-20","yes","\\Kor-fs01\Projects\Projects\03 Residential\31015-01 (4400 Fraser Street)\05 Stickfile\31015-01 2025-03-20 4400 Fraser Street Stickfile.pdf",2,42,"\\Kor-fs01\Projects\Projects\03 Residential\31015-01 (4400 Fraser Street)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","31015-03","\\Kor-fs01\Projects\Projects\03 Residential\31015-03 (Arlo 708 E 28th_Be Fresh)",0,"","","",2,0,"\\Kor-fs01\Projects\Projects\03 Residential\31015-03 (Arlo 708 E 28th_Be Fresh)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
