run_id,run_at_utc,tool_built_at_utc,job,category,set_kind,pdf,issue_date,issue_date_from_name,bytes,pages,plan_sheets,sheets_written,sheets_failed,sheets_not_plan,assembly_cards,storeys_read,has_model,model_error,sheets_placed,storeys_built,walls,columns,floors,storeys_with_plate,seconds,error,yardstick,yardstick_storeys,shared_storeys,frame_from_grids,frame_support,ours_compared,ours_median_mm,ours_within_100,theirs_compared,theirs_within_100,yardstick_note,yardstick_edb,yardstick_written,yardstick_age_days,plates_ours_sqft,plates_hers_sqft,plates_under_half,plates_over_half_again,plates_beyond_sqft,thickness_storeys,thickness_agree,openings_hers,openings_hers_we_have
"4ec63803-5e59-418a-b7f3-4bd26f5a3d2f","2026-09-23T20:20:26.2117327Z","2026-09-23T20:16:53.1709218Z","30990-01","03 Residential","structural","\\Kor-fs01\Projects\Projects\03 Residential\30990-01 (5562-5688 Manson Street, Vancouver, B.C.)\05 Stickfile\30990-01 2025-08-29 5688 Manson Stickfile (KW comments).pdf","2025-08-29","True","19268704","81","47","53","0","34","0","4","True",,"29","25","853","1500","62","25","109.2980567",,"C:\Users\ilalonde\AppData\Local\Temp\kor-drawings\yardsticks\30990-01.e2k","23","11","False","350","399","16.999728667965456","350","602","347","frame from column registration, no shared grid labels (0 X / 0 Y): 350 of 1421 of our columns within 100 mm of one of theirs after it; 1022 of our columns stand beyond her model's footprint on their storey (more than 1.5 m past her outermost column) and are not judged: L19 70, L18 70, L17 70, L16 70, L15 70, L14 70, L13 70, L12 70, L11 70, L10 70, L2 48, L3 46, L5 45, L4 45, L6 32, L7 31, L8 26, L20 23, L9 23, P2 2, L1 1; 168,750 sq ft of our plates stand beyond her model's footprint on their storey (a plate whose centroid is more than 1.5 m past her outermost column) and are not judged: L20 13,623, L18 13,606, L17 13,606, L16 13,606, L15 13,606, L14 13,606, L13 13,606, L12 13,606, L11 13,606, L10 13,606, L9 13,606, L19 10,867, L7 3,872, L8 1,093, L5 645, L1 530, L2 516, L6 516, L4 516, L3 516",,,,"95557.43152000538","217921.94227612967","8","0","168750.18814241554","10","4","25","22"
