run_id,job,page,sheet_number,sheet_type,title,level,scale_note,scale_denominator,slabs,columns,walls,lines,dxf_files,self_check,placed,storeys,flags,failure
"903ecf7f-da87-4ea1-9ab7-c2fea6544441","00904-01","1","S1.01","details",,,,"96","8","1","13","409",,,,,,
"903ecf7f-da87-4ea1-9ab7-c2fea6544441","00904-01","2","S1.02","plan",,,,"96","0","0","0","0",,,,,,
"903ecf7f-da87-4ea1-9ab7-c2fea6544441","00904-01","3","S2.01","plan",,,"1/4"" = 1'-0""","48","44","8","8","1621","S2.01_1_FLOOR PLAN AND CEILING PLAN.dxf",,"True","L1","KOR_C_SLABEDG: closed ring of 168 sq ft on its own — too small for a floor plate and not inside one, so it is linework rather than slab; not modelled.; No slab edge on this drawing would close, and the 8 wall panels do not enclose the floor within a doorway (1829): the ring closes at a gap of 14630 (1,299 sq ft). The storey has no plate.; 2 element(s) under 1219"" long and joined to no other wall were modelled as columns. Short faces that form part of a core stay walls.",
"903ecf7f-da87-4ea1-9ab7-c2fea6544441","00904-01","4","S3.01","section/elevation",,,,"96","17","0","10","561",,,,,,
"903ecf7f-da87-4ea1-9ab7-c2fea6544441","00904-01","5","S3.02","details",,,,"96","0","0","0","7",,,,,,
"903ecf7f-da87-4ea1-9ab7-c2fea6544441","01195-01","1",,"other",,,,"96","27","0","0","8079",,,,,,
"903ecf7f-da87-4ea1-9ab7-c2fea6544441","01195-01","2",,"other",,,,"96","15","0","9","8037",,,,,,
"903ecf7f-da87-4ea1-9ab7-c2fea6544441","01375-01","1",,"details","S-1GENERAL NOTES & TYPICAL DETAILS",,,"96","7","1","6","11455",,,,,,
"903ecf7f-da87-4ea1-9ab7-c2fea6544441","01375-01","2",,"details","S-2GENERAL NOTES & TYPICAL DETAILS",,,"96","27","7","45","6902",,,,,,
"903ecf7f-da87-4ea1-9ab7-c2fea6544441","01375-01","3",,"details","S-2AGENERAL NOTES & TYPICAL DETAILS",,,"96","9","12","23","1773",,,,,,
"903ecf7f-da87-4ea1-9ab7-c2fea6544441","01375-01","4",,"details","S-3WOOD FRAMING NOTES AND TYPICAL DETAILS",,,"96","8","2","29","7635",,,,,,
"903ecf7f-da87-4ea1-9ab7-c2fea6544441","01375-01","5",,"details","S-3ATYPICAL DETAILS",,,"96","19","1","0","3582",,,,,,
"903ecf7f-da87-4ea1-9ab7-c2fea6544441","01375-01","6",,"details","S-3BTYPICAL DETAILS",,,"96","11","1","8","1719",,,,,,
"903ecf7f-da87-4ea1-9ab7-c2fea6544441","01375-01","7",,"details","S-4WOOD FRAMING NOTES AND TYPICAL DETAILS",,,"96","62","7","69","2778",,,,,,
