run_id,job,page,sheet_number,sheet_type,title,level,scale_note,scale_denominator,slabs,columns,walls,lines,dxf_files,self_check,placed,storeys,flags,failure
"b4f04196-8795-4b00-9bba-b4176aad90ac","00904-01","1","S1.01","details",,,,"96","9","1","13","426",,,,,,
"b4f04196-8795-4b00-9bba-b4176aad90ac","00904-01","2","S1.02","plan",,,,"96","0","0","0","0",,,,,,
"b4f04196-8795-4b00-9bba-b4176aad90ac","00904-01","3","S2.01","plan",,,"1/4"" = 1'-0""","48","44","8","8","1627","S2.01_1_FLOOR PLAN AND CEILING PLAN.dxf",,"True","L1","KOR_C_SLABEDG: a slab outline crossed itself and was read as 0 separate ring(s) rather than one ring through its own edge ().; KOR_C_SLABEDG: a slab outline crossed itself and was read as 1 separate ring(s) rather than one ring through its own edge (55 sq ft).; a floor plate of 28 sq ft lies over one of 55 sq ft already read on this storey and was not modelled — two readings of one floor, not two floors. The larger is kept.; a floor plate of 13 sq ft lies over one of 55 sq ft already read on this storey and was not modelled — two readings of one floor, not two floors. The larger is kept.; KOR_C_SLABEDG: an opening of 10 sq ft cut from a floor of 13 sq ft, its edge 73 in inside — MORE THAN HALF the floor, which is worth checking.; KOR_C_SLABEDG: closed ring of 168 sq ft on its own — too small for a floor plate and not inside one, so it is linework rather than slab; not modelled.; KOR_C_SLABEDG: closed ring of 55 sq ft on its own — too small for a floor plate and not inside one, so it is linework rather than slab; not modelled.; KOR_C_SLABEDG: closed ring of 46 sq ft on its own — too small for a floor plate and not inside one, so it is linework rather than slab; not modelled.; KOR_C_SLABEDG: closed ring of 25 sq ft on its own — too small for a floor plate and not inside one, so it is linework rather than slab; not modelled.; KOR_C_SLABEDG: closed ring of 21 sq ft on its own — too small for a floor plate and not inside one, so it is linework rather than slab; not modelled.; KOR_C_SLABEDG: closed ring of 13 sq ft on its own — too small for a floor plate and not inside one, so it is linework rather than slab; not modelled.; KOR_C_SLABEDG: closed ring of 12 sq ft on its own — too small for a floor plate and not inside one, so it is linework rather than slab; not modelled.; KOR_C_SLABEDG: closed ring of 11 sq ft on its own — too small for a floor plate and not inside one, so it is linework rather than slab; not modelled.; KOR_C_SLABEDG: closed ring of 10 sq ft on its own — too small for a floor plate and not inside one, so it is linework rather than slab; not modelled.; No slab edge on this drawing would close, and the 8 wall panels do not enclose the floor within a doorway (1829): the ring closes at a gap of 14630 (1,299 sq ft). The storey has no plate.; 2 element(s) under 1219"" long and joined to no other wall were modelled as columns. Short faces that form part of a core stay walls.",
"b4f04196-8795-4b00-9bba-b4176aad90ac","00904-01","4","S3.01","section/elevation",,,,"96","16","0","10","566",,,,,,
"b4f04196-8795-4b00-9bba-b4176aad90ac","00904-01","5","S3.02","details",,,,"96","0","0","0","7",,,,,,
"b4f04196-8795-4b00-9bba-b4176aad90ac","01195-01","1",,"other",,,,"96","27","0","0","8105",,,,,,
"b4f04196-8795-4b00-9bba-b4176aad90ac","01195-01","2",,"other",,,,"96","15","0","9","8059",,,,,,
"b4f04196-8795-4b00-9bba-b4176aad90ac","01375-01","1",,"details","S-1GENERAL NOTES & TYPICAL DETAILS",,,"96","7","1","6","11458",,,,,,
"b4f04196-8795-4b00-9bba-b4176aad90ac","01375-01","2",,"details","S-2GENERAL NOTES & TYPICAL DETAILS",,,"96","27","7","45","6914",,,,,,
"b4f04196-8795-4b00-9bba-b4176aad90ac","01375-01","3",,"details","S-2AGENERAL NOTES & TYPICAL DETAILS",,,"96","9","12","23","1781",,,,,,
"b4f04196-8795-4b00-9bba-b4176aad90ac","01375-01","4",,"details","S-3WOOD FRAMING NOTES AND TYPICAL DETAILS",,,"96","8","2","29","7643",,,,,,
"b4f04196-8795-4b00-9bba-b4176aad90ac","01375-01","5",,"details","S-3ATYPICAL DETAILS",,,"96","19","1","0","3585",,,,,,
"b4f04196-8795-4b00-9bba-b4176aad90ac","01375-01","6",,"details","S-3BTYPICAL DETAILS",,,"96","11","1","8","1748",,,,,,
"b4f04196-8795-4b00-9bba-b4176aad90ac","01375-01","7",,"details","S-4WOOD FRAMING NOTES AND TYPICAL DETAILS",,,"96","61","7","69","2818",,,,,,
"b4f04196-8795-4b00-9bba-b4176aad90ac","01375-01","8",,"plan","S-5FOUNDATION PLAN",,,"96","67","30","52","3779","01375-01 Struct Stickfile 2018-08-10-p08_1_S-5FOUNDATION PLAN.dxf",,"False","P1","44 edge(s) were drawn more than once on the same layer family and were read once.; slab edges: an outline of 3 sq ft was completed through 5 segment(s) on BEAM, KOR_V-WALL — layer(s) this tool does not model. Its ends meet those segments exactly, so the edge is continuous on the drawing even though it is not continuous on one layer. Nothing was bridged or invented; check the edge.; slab edges: 12 outline(s) would not close (560583 units of edge ignored).; KOR_C_SLABEDG: a slab outline crossed itself and was read as 0 separate ring(s) rather than one ring through its own edge ().; KOR_C_SLABEDG: a ring of 3,770 sq ft inside a floor of 3,834 sq ft was NOT cut as an opening — 100% of its edge lies on the floor's own edge, so it is that edge read a second time rather than a hole. A hole has floor on every side of it.; a floor plate of 116 sq ft lies over one of 200 sq ft already read on this storey and was not modelled — two readings of one floor, not two floors. The larger is kept.; a floor plate of 8 sq ft lies over one of 200 sq ft already read on this storey and was not modelled — two readings of one floor, not two floors. The larger is kept.; KOR_C_SLABEDG: closed ring of 225 sq ft on its own — too small for a floor plate and not inside one, so it is linework rather than slab; not modelled.; KOR_C_SLABEDG: closed ring of 200 sq ft on its own — too small for a floor plate and not inside one, so it is linework rather than slab; not modelled.; KOR_C_SLABEDG: closed ring of 161 sq ft on its own — too small for a floor plate and not inside one, so it is linework rather than slab; not modelled.; KOR_C_SLABEDG: closed ring of 116 sq ft on its own — too small for a floor plate and not inside one, so it is linework rather than slab; not modelled.; KOR_C_SLABEDG: closed ring of 75 sq ft on its own — too small for a floor plate and not inside one, so it is linework rather than slab; not modelled.; KOR_C_SLABEDG: closed ring of 25 sq ft on its own — too small for a floor plate and not inside one, so it is linework rather than slab; not modelled.; 1 element(s) under 1219"" long and joined to no other wall were modelled as columns. Short faces that form part of a core stay walls.",
"b4f04196-8795-4b00-9bba-b4176aad90ac","01375-01","9",,"plan","S-6BASEMENT FLOOR PLAN  SHOWING MAIN FLOOR  FRAMING OVER","5",,"96","72","28","56","5458","01375-01 Struct Stickfile 2018-08-10-p09_1_S-6BASEMENT FLOOR PLAN SHOWING MAIN FLOOR FRAMING OVER.dxf",,"False","P1","44 edge(s) were drawn more than once on the same layer family and were read once.; slab edges: an outline of 3 sq ft was completed through 5 segment(s) on BEAM, KOR_V-WALL — layer(s) this tool does not model. Its ends meet those segments exactly, so the edge is continuous on the drawing even though it is not continuous on one layer. Nothing was bridged or invented; check the edge.; slab edges: an outline of 9 sq ft was completed through 5 segment(s) on BEAM, KOR_V-WALL — layer(s) this tool does not model. Its ends meet those segments exactly, so the edge is continuous on the drawing even though it is not continuous on one layer. Nothing was bridged or invented; check the edge.; slab edges: an outline of 21 sq ft was completed through 3 segment(s) on KOR_V-WALL — layer(s) this tool does not model. Its ends meet those segments exactly, so the edge is continuous on the drawing even though it is not continuous on one layer. Nothing was bridged or invented; check the edge.; slab edges: an outline of 6 sq ft was completed through 3 segment(s) on KOR_V-WALL — layer(s) this tool does not model. Its ends meet those segments exactly, so the edge is continuous on the drawing even though it is not continuous on one layer. Nothing was bridged or invented; check the edge.; slab edges: 9 outline(s) would not close (612743 units of edge ignored).; KOR_C_SLABEDG: a slab outline crossed itself and was read as 0 separate ring(s) rather than one ring through its own edge ().; KOR_C_SLABEDG: a ring of 3,770 sq ft inside a floor of 3,834 sq ft was NOT cut as an opening — 100% of its edge lies on the floor's own edge, so it is that edge read a second time rather than a hole. A hole has floor on every side of it.; KOR_C_SLABEDG: an opening of 183 sq ft cut from a floor of 4,654 sq ft, its edge 7856 in inside — check it is a hole and not the inner face of the edge.; KOR_C_SLABEDG: closed ring of 316 sq ft on its own — too small for a floor plate and not inside one, so it is linework rather than slab; not modelled.; KOR_C_SLABEDG: closed ring of 225 sq ft on its own — too small for a floor plate and not inside one, so it is linework rather than slab; not modelled.; KOR_C_SLABEDG: closed ring of 207 sq ft on its own — too small for a floor plate and not inside one, so it is linework rather than slab; not modelled.; KOR_C_SLABEDG: closed ring of 112 sq ft on its own — too small for a floor plate and not inside one, so it is linework rather than slab; not modelled.; KOR_C_SLABEDG: closed ring of 25 sq ft on its own — too small for a floor plate and not inside one, so it is linework rather than slab; not modelled.; 1 element(s) under 1219"" long and joined to no other wall were modelled as columns. Short faces that form part of a core stay walls.",
"b4f04196-8795-4b00-9bba-b4176aad90ac","01375-01","10",,"plan","S-7MAIN FLOOR PLAN  SHOWING 2ND FLOOR  FRAMING OVER",,,"96","58","100","81","5749","01375-01 Struct Stickfile 2018-08-10-p10_1_S-7MAIN FLOOR PLAN SHOWING 2ND FLOOR FRAMING OVER.dxf",,"False","L1","36 edge(s) were drawn more than once on the same layer family and were read once.; slab edges: 8 outline(s) would not close (430618 units of edge ignored).; KOR_C_SLABEDG: a slab outline crossed itself and was read as 0 separate ring(s) rather than one ring through its own edge ().; KOR_C_SLABEDG: a slab outline crossed itself and was read as 2 separate ring(s) rather than one ring through its own edge (81 sq ft + 0 sq ft).; walls: 6 outline(s) would not close; 5 wall panel(s) read from them anyway (40080 units of edge).; KOR_C_SLABEDG: a ring of 3,770 sq ft inside a floor of 3,834 sq ft was NOT cut as an opening — 100% of its edge lies on the floor's own edge, so it is that edge read a second time rather than a hole. A hole has floor on every side of it.; KOR_C_SLABEDG: an opening of 112 sq ft cut from a floor of 7,500 sq ft, its edge 9939 in inside — check it is a hole and not the inner face of the edge.; KOR_C_SLABEDG: an opening of 109 sq ft cut from a floor of 7,500 sq ft, its edge 9955 in inside — check it is a hole and not the inner face of the edge.; KOR_C_SLABEDG: an opening of 107 sq ft cut from a floor of 7,500 sq ft, its edge 9981 in inside — check it is a hole and not the inner face of the edge.; KOR_C_SLABEDG: an opening of 26 sq ft cut from a floor of 7,500 sq ft, its edge 10596 in inside — check it is a hole and not the inner face of the edge.; KOR_C_SLABEDG: an opening of 22 sq ft cut from a floor of 7,500 sq ft, its edge 10652 in inside — check it is a hole and not the inner face of the edge.; KOR_C_SLABEDG: closed ring of 135 sq ft on its own — too small for a floor plate and not inside one, so it is linework rather than slab; not modelled.; KOR_C_SLABEDG: closed ring of 81 sq ft on its own — too small for a floor plate and not inside one, so it is linework rather than slab; not modelled.; KOR_C_SLABEDG: closed ring of 24 sq ft on its own — too small for a floor plate and not inside one, so it is linework rather than slab; not modelled.; KOR_C_SLABEDG: closed ring of 0 sq ft on its own — too small for a floor plate and not inside one, so it is linework rather than slab; not modelled.",
"b4f04196-8795-4b00-9bba-b4176aad90ac","01375-01","11",,"plan","S-8UPPER FLOOR PLAN  SHOWING ROOF  FRAMING OVER",,,"96","16","51","41","3667","01375-01 Struct Stickfile 2018-08-10-p11_1_S-8UPPER FLOOR PLAN SHOWING ROOF FRAMING OVER.dxf",,"False","L2","4 edge(s) were drawn more than once on the same layer family and were read once.; walls: 2 outline(s) would not close; 8 wall panel(s) read from them anyway (82774 units of edge).; KOR_C_SLABEDG: a ring of 3,770 sq ft inside a floor of 3,834 sq ft was NOT cut as an opening — 100% of its edge lies on the floor's own edge, so it is that edge read a second time rather than a hole. A hole has floor on every side of it.",
"b4f04196-8795-4b00-9bba-b4176aad90ac","01375-01","12",,"other","S-9POP UP ROOF FRAMING",,,"96","17","19","3","2550",,,,,,
"b4f04196-8795-4b00-9bba-b4176aad90ac","01379-01","1",,"unknown","S0.00-DATEDRAWN",,,"96","0","6","6","5533",,,,,,
