Id,NewKind,Name
56528,Architect,"ROSSMANN ARCHITECTES ARCHITECTS INC"
37440,Developer,"Royal Blue Development Ltd."
28332,Developer,"Royal More Developments Ltd"
28964,Developer,"Royal North Development"
67934,Architect,"RPL ARCHITECTS INC."
14830,Developer,"Rycor Program Development Ltd, (Rycor Software)"
31069,Architect,"Salal Architecture"
20197,Architect,"Salikan Architecture Inc"
50435,Developer,"SAMSON DEVELOPMENTS INC."
21994,Developer,"Sangha Brothers Custom Homes"
14963,Architect,"SAS Architecture Ltd."
50962,Developer,"SASKATOON OFFICE DEVELOPMENT CORP."
19219,Developer,"Sat Dave Development Ltd"
14980,Developer,"Sawridge Resource Development Corporation"
47614,Developer,"Saywall Development"
46975,Developer,"Saywell Developments"
20923,Developer,"SBPS Homes Ltd."
21806,Architect,"Schema office of architecture inc."
20146,Architect,"Scientific Architecture Inc"
19350,Architect,"Scott Gordon Architect"
32683,Developer,"SDAE Development (Canada) Co. Ltd."
26717,Architect,"Sea to Sky Architecture inc."
43909,Developer,"SEAWAVES DEVELOPMENT SERVICES INC"
19415,Developer,"Secura Custom Homes Ltd."
27309,Developer,"Sekigo Developments Corporation"
52679,Architect,"SEPW ARCHITECTURE INC."
43435,Developer,"SEYEM QWANTLEN DEVELOPMENT LTD"
23078,Developer,"Shemesh Developments LTD"
66162,Architect,"Sho-Arc Bureau of Architecture"
30145,Developer,"Shoreline Homes"
52773,Developer,"SIBBERS DEVELOPMENTS INC."
15414,Developer,"Silvatech Developments Inc Price /hl"
25623,Developer,"Singh Development LTD"
50248,Developer,"Sitka Developments"
21968,Developer,"SJ Westcoast Homes Ltd."
22247,Architect,"SK Architect"
19004,Architect,"Skladan Architecture LTD"
26332,Architect,"Smithcraft Architecture"
24618,Architect,"SMK Architect"
21972,Developer,"Sodhi Development Ltd."
34835,Developer,"Soho Pacific Developments Ltd"
15617,Architect,"SOLO Architecture Ltd"
20364,Developer,"Sona Development Ltd"
15645,Architect,"SONGER architecture inc"
51239,Developer,"SOUTH WILLOW DEVELOPMENTS LTD"
44511,Developer,"SOUTHWEST DEVELOPMENTS (2006) LIMIT"
24596,Developer,"Square One Homes"
15853,Architect,"Square Root Architecture Ltd."
21441,Architect,"SRA Architects"
20589,Developer,"SSSH Development Inc."
59256,Developer,"ST. BARBE DEVELOPMENT ASSOC."
59254,Developer,"ST. MARY'S BAY NORTH REGIONAL DEVELOPMENT ASSOCIATION"
19185,Architect,"STA Office Architecture Inc."
15932,Architect,"Stantec Architecture Ltd. Awarded contract 19-1716"
15937,Architect,"Stantec Awarded to: Stantec Architecture Ltd. in Edmonton Alberta"
23778,Architect,"Stephanie Robb Architect"
16052,Architect,"Stephen Boyd Architecture Ltd."
34486,Developer,"Steric Developments"
33678,Architect,"Steve Peng Architect"
24677,Architect,"Steven Hart Architect"
16139,Developer,"Strata Development Corp."
59693,Developer,"STS'AILES DEVELOPMENT CORPORATION"
34864,Architect,"Studio B Architects"
56502,Architect,"SUBLIME ARCHITECTURE INC"
28515,Developer,"Sundiamond Homes Ltd."
19618,Developer,"Sunrick Development Ltd."
27597,Developer,"SUP Homes"
25399,Architect,"Surf Architecture"
48733,Developer,"Sustainable Development Commercial Services Ltd"
16336,Developer,"Sustainable Developments Commercial Services Inc."
25034,Architect,"SUVA ARCHITECTURE"
26066,Architect,"Sylvia Fong architect"
23924,Architect,"T.i. Studios Architecture"
16467,Architect,"Taff Architecture Ltd"
26725,Architect,"TAHERI Architecture Inc."
66322,Architect,"Taigh Architecture Inc."
49855,Developer,"Tanc Development Inc."
16490,Developer,"Tanc Developments inc"
29908,Developer,"Tatla Developments Ltd"
37353,Developer,"Tavan Development"
21064,Developer,"Tavan Developments"
16632,Developer,"Tempest Development Group"
19717,Developer,"Terra Blanka Developments Corp."
21606,Architect,"The Andrews Architects Inc."
29934,Developer,"The GCC Group Development Inc."
25214,Developer,"Theorem Developments Ltd"
19272,Architect,"Thomas Tsang Architect"
24512,Developer,"Thrive Developments Ltd"
19090,Developer,"THT Properties Ltd."
30604,Architect,"Toews Architects"
25072,Architect,"Tohmm Cobban Architect"
51390,Developer,"TOPSAIL ROAD DEVELOPMENT LIMITED"
33613,Developer,"Tower Development Inc"
23829,Developer,"TQM custom Homes"
21479,Developer,"Trans Pacific Homes"
17244,Architect,"Transpose Architecture Inc"
17285,Developer,"Tricon Developments Inc."
24773,Architect,"Trinca Architecture"
19810,Developer,"Triple Crown Homes Ltd."
51161,Developer,"TRIRAM DEVELOPMENTS LIMITED"
19626,Developer,"True Design Homes"
28250,Developer,"Trulux Development Ltd."
22159,Developer,"TSL Urban Homes Ltd."
67946,Architect,"T-SQUARE ARCHITECTURE LTD."
43657,Developer,"TUMIIT DEVELOPMENT CORPORATION LTD"
23101,Developer,"Turco Homes"
22253,Architect,"Turner Architecture"
37793,Architect,"Turner Fleischer Architects Inc."
49790,Developer,"Tyee Log Homes Ltd."
21798,Developer,"Tyko Development Ltd."
27223,Developer,"Tynehead Homes Ltd"
25012,Architect,"Uegama Architecture"
20977,Developer,"Ulmus (Oku) Development Ltd."
24171,Developer,"Unique Empire Homes"
36996,Developer,"Upscale Development"
25801,Developer,"urban creek development"
28282,Architect,"Urbanicity Architecture Inc."
37271,Developer,"Valroc Development Ltd."
17717,Developer,"ValueMaster Homes"
23711,Developer,"Vanac Development Corp"
34940,Developer,"Vancouver Development"
30535,Developer,"Vannova Developments ltd."
33814,Developer,"VANSAI HOME DEVELOPMENT LTD."
22017,Developer,"Vanwell Homes"
17802,Developer,"Veritas Development Solutions"
46695,Architect,"Verne Reimer Architecture"
52801,Developer,"VERTICAL BUILDING DEVELOPMENT"
23191,Developer,"Vezza Development Inc"
34537,Architect,"Viewpoint Landscape Architects Inc."
32623,Developer,"Viewside Development Ltd"
22457,Architect,"Vivid Green Architecture Inc."
31500,Developer,"Wah Loong Developments Inc"
65729,Developer,"WAHKOHTOWIN DEVELOPMENT GP INC"
39616,Architect,"WATSON MACEWEN ARCHITECTS"
64840,Architect,"WATSON MACEWEN TERAMURA ARCHITECTS"
34222,Architect,"WD Fisher Architect"
35996,Developer,"Welbec Properties"
27431,Developer,"Westbury Properties Ltd."
33223,Developer,"Westcoast 4 homes Ltd."
37896,Developer,"Westgable Development"
23290,Developer,"westrich homes"
18390,Architect,"WF Architecture Inc"
25198,Architect,"William Harrison Architect"
67198,Architect,"WILLIAM W. CHANDLER ARCHITECTS INC"
62170,Developer,"WINDSOR-ESSEX ECONOMIC DEVELOPMENT"
24859,Architect,"Winston Chong Architects Inc"
19249,Developer,"Woodbine Development Ltd"
18599,Developer,"WORKFORCE DEVELOPMENT CONSULTING SERVICES OF NORTHERN BC LTD."
18606,Architect,"Works of Architecture"
29332,Developer,"World Class Homes Ltd"
32418,Architect,"Wrns Studio Architecture"
22083,Architect,"WZMH Architects"
27930,Architect,"X Architecture"
21339,Developer,"Y&L Developments Canada Ltd."
20974,Developer,"Yuvraj Properties Ltd"
28876,Architect,"ZAS Architects"
20320,Architect,"ZGF Cotter Architects"
22361,Architect,"Zhang Architecture Inc."
21152,Developer,"Zinmal Homes"
24953,Developer,"Zysman Development Inc."
