LoserId,SurvivorId,Reason
54432,99,Jim Pattison Development Corp. (JPDC) -> base Clendor canonical
55083,150,Sacred Waters Development -> Sacred Waters Developments (Clendor)
54751,172,Square Nine Developments -> Square Nine Development (Clendor)
54114,53281,Melcor Developments Ltd. -> Melcor Development
54209,38936,Adera Developments -> Adera Development Corporation
37375,54672,Epix Developments DBA Derek DiMartile -> base Epix
53412,53302,Alberta Environment and Sustainable Resources Development -> Alberta Environment and Sustainable Resource Development (more projects)
30288,31894,Ultra West Estate & Development Ltd. -> Ultra West Estates & Developments Ltd
35654,35653,Lunniss Development Ltd -> Lunniss Developments Ltd
