GroupKey,SurvivorId,SurvivorName,SurvivorKind,LoserId,LoserName,LoserKind,FkRefsRepointed
geofirmaengineering,62796,GEOFIRMA ENGINEERING LTD.,Vendor,73241,GEOFIRMA ENGINEERING LIMITED,Vendor,3
geoprocessresearchassociates,59359,GEOPROCESS RESEARCH ASSOCIATES,Vendor,73037,GEOPROCESS RESEARCH ASSOCIATES INC.,Vendor,3
georgedowningestatedrilling,42316,GEORGE DOWNING ESTATE DRILLING LTD.,Vendor,73657,GEORGE DOWNING ESTATE DRILLING,Vendor,2
gerrieelectricwholesale,41958,GERRIE ELECTRIC WHOLESALE LTD.,Vendor,73652,GERRIE ELECTRIC WHOLESALE LIMITED,Vendor,2
gestionaerotech,67624,GESTION AEROTECH INC,Vendor,72652,GESTION AEROTECH,Vendor,3
ghdconsultants,52188,Ghd Consultants Ltd.,Vendor,73393,GHD Consultants,Vendor,4
ghlconsultants,69552,GHL Consultants,Subcontractor,73303,GHL CONSULTANTS LTD,Vendor,2
globaladvantageconsulting,55754,GLOBAL ADVANTAGE CONSULTING GROUP,Vendor,73295,GLOBAL ADVANTAGE CONSULTING,Vendor,17
globalknowledgenetworkcanada,39162,GLOBAL KNOWLEDGE NETWORK (CANADA) INC.,Vendor,73489,GLOBAL KNOWLEDGE NETWORK (CANADA),Vendor,1
globalmechanical,41285,GLOBAL MECHANICAL LTD,Vendor,73522,GLOBAL MECHANICAL INC.,Vendor,2
gnjohnstonequipment,7873,G.N. JOHNSTON EQUIPMENT CO. LTD.,Vendor,73624,G N JOHNSTON EQUIPMENT CO,Vendor,3
golderassociates,59988,Golder Associates,Buyer,72822,GOLDER ASSOCIATES LTD,Vendor,18
golderassociates,59988,Golder Associates,Buyer,73082,GOLDER ASSOCIATES LIMITED,Vendor,3
goodfellow,8291,Goodfellow,Vendor,73061,Goodfellow inc.,Vendor,2
goodkeyweedmarkassociates,46457,"GOODKEY, WEEDMARK & ASSOCIATES",Vendor,73283,"GOODKEY, WEEDMARK & ASSOCIATES LTD",Vendor,20
grahamconstruction,69232,Graham Construction,GC,73686,GRAHAM CONSTRUCTION LTD.,Vendor,2
grandtoy,8375,Grand & Toy Limited,Vendor,73658,GRAND & TOY,Vendor,7
grc,55734,GRC ARCHITECTS INC.,Architect,72834,GRC ARCHITECT INC.,Vendor,7
groundtrutharchaeology,63226,Ground Truth Archaeology,Vendor,73469,Ground Truth Archaeology Limited,Vendor,3
groupectt,62267,GROUPE CTT INC,Vendor,73340,GROUPE CTT GROUP,Vendor,2
groupeintersol,55731,GROUPE INTERSOL GROUP LTD.,Vendor,72518,Groupe Intersol Group,Vendor,15
groupeintersol,55731,GROUPE INTERSOL GROUP LTD.,Vendor,73270,GROUPE INTERSOL,Vendor,2
groupeintersol,55731,GROUPE INTERSOL GROUP LTD.,Vendor,73273,GROUPE INTERSOL GROUP INC.,Vendor,2
gsholdings,8560,GS Holdings Co Ltd,Vendor,73396,GS Holdings Company Ltd,Vendor,2
gshuntenterprises,51320,G.S. HUNT ENTERPRISES LTD.,Vendor,73680,G.S. HUNT ENTERPRISES.,Vendor,2
guillevininternational,8592,Guillevin International Co,Vendor,73648,GUILLEVIN INTERNATIONAL COMPANY,Vendor,2
gwlrealtyadvisors,69629,GWL Realty Advisors,Buyer,73595,GWL REALTY ADVISORS INC.,Vendor,4
h2analytics,61279,H2 Analytics,Vendor,72874,H2 ANALYTICS INC.,Vendor,2
habitatsystems,8645,Habitat Systems Inc.,Vendor,73084,Habitat Systems Incorporated,Vendor,5
hansenelectric,51134,HANSEN ELECTRIC LTD,Vendor,73697,Hansen Electric,Vendor,3
hatch,8742,Hatch Ltd,Vendor,73240,HATCH CORPORATION,Vendor,3
heritagefoodservice,48575,HERITAGE FOOD SERVICE,Vendor,73613,HERITAGE FOOD SERVICE GROUP,Vendor,3
heroldengineering,68998,Herold Engineering,Competitor,73040,Herold Engineering Limited,Vendor,3
hewlettpackardcanada,8906,Hewlett Packard (Canada) Co.,Vendor,72904,HEWLETT-PACKARD CANADA LTD,Vendor,3
hicklingarthurslow,56304,HICKLING ARTHURS LOW CORPORATION,Vendor,72639,Hickling Arthurs Low,Vendor,2
highereducationstrategyassociates,8951,Higher Education Strategy Associates,Vendor,73184,HIGHER EDUCATION STRATEGY ASSOCIATES INC.,Vendor,3
highfieldconstruction,49636,Highfield Construction Co. Ltd.,Vendor,73620,HIGHFIELD CONSTRUCTION COMPANY,Vendor,8
hilladvisoryservices,55327,HILL ADVISORY SERVICES INC.,Vendor,73337,HILL ADVISORY SERVICES,Vendor,3
hillandknowltoncanada,56635,HILL AND KNOWLTON CANADA,Vendor,72642,Hill and Knowlton Canada Ltd.,Vendor,3
hippersonconstruction,50960,HIPPERSON CONSTRUCTION PARTNERSHIP,Vendor,73512,HIPPERSON CONSTRUCTION,Vendor,8
hldemolitionwastemanagement,42991,HL DEMOLITION & WASTE MANAGEMENT LTD,Vendor,73666,H L DEMOLITION & WASTE MANAGEMENT,Vendor,2
hoganpaving,52592,HOGAN PAVING LTD.,Vendor,73403,HOGAN PAVING LIMITED,Vendor,2
hok,68633,HOK,Architect,72841,HOK ARCHITECTS CORPORATION,Vendor,4
honeywell,39606,HONEYWELL LIMITED,Vendor,73010,Honeywell Ltd.,Vendor,3
houleelectric,39753,HOULE ELECTRIC LTD,Vendor,72807,HOULE ELECTRIC LIMITED,Vendor,31
howattstrategichrconsulting,9107,Howatt Strategic HR Consulting Incorporated,Vendor,72885,HOWATT STRATEGIC HR CONSULTING INC,Vendor,2
humanresourcesystems,72717,HUMAN RESOURCE SYSTEMS GROUP LTD.,Vendor,9148,Human Resource Systems Group,Vendor,7
ifathom,9295,Ifathom Corporation,Vendor,73142,IFATHOM CORP,Vendor,4
illerdoorsystems,49542,ILLER DOOR SYSTEMS LTD,Vendor,73682,ILLER DOOR SYSTEMS LIMITED,Vendor,2
inchecktechnologies,9383,In-Check Technologies,Vendor,73628,INCHECK TECHNOLOGIES INC.,Vendor,3
independentcontrolservices,9397,Independent Control Services Ltd,Vendor,73505,INDEPENDENT CONTROL SERVICES,Vendor,6
industraconstruction,43318,INDUSTRA CONSTRUCTION CORP,GC,73462,Industra Construction Corporation,Vendor,2
infotechresearch,9455,Info-Tech Research Group Inc.,Vendor,72687,INFO-TECH RESEARCH GROUP,Vendor,8
inlandaudiovisual,9475,Inland Audio Visual Limited,Vendor,72840,INLAND AUDIO VISUAL,Vendor,3
inlinecontracting,9379,In Line Contracting Partnership,GC,73581,IN-LINE CONTRACTING LTD,Vendor,3
innovativefacilitation,61889,INNOVATIVE FACILITATION INC.,Vendor,73169,INNOVATIVE FACILITATION INCORPORATED,Vendor,3
insideoutlandscapesmaintenance,9529,Insideout Landscapes & Maintenance Ltd.,Vendor,73704,Insideout Landscapes & Maintenance,Vendor,2
insituformtechnologies,9544,Insituform Technologies,Vendor,73709,Insituform Technologies Limited,Vendor,2
integralgroupconsultingbc,9569,INTEGRAL GROUP CONSULTING (BC) LLP,Vendor,73541,INTEGRAL GROUP CONSULTING (BC) LLC,Vendor,1
interactiveaudiovisual,40171,INTERACTIVE AUDIO VISUAL INC,Vendor,73398,Interactive Audio Visual,Vendor,2
intersol,40362,INTERSOL GROUP LTD,Vendor,72901,INTERSOL GROUP LIMITED,Vendor,3
ironmountaincanada,9735,Iron Mountain Canada,Vendor,73287,IRON MOUNTAIN CANADA CORPORATION,Vendor,6
islandtechnicalinstallations,44276,ISLAND TECHNICAL INSTALLATIONS,Vendor,73464,Island Technical Installations Ltd,Vendor,2
islengineeringandlandservices,59847,ISL Engineering and Land Services Ltd.,Competitor,72801,ISL ENGINEERING AND LAND SERVICES,Vendor,23
javelintechnologies,9906,Javelin Technologies,Vendor,73347,JAVELIN TECHNOLOGIES INC,Vendor,2
jenkinspowersheetmetal,43995,JENKINS POWER SHEET METAL INC,Vendor,73665,JENKINS POWERSHEET METAL,Vendor,2
jensen,47792,Jensen Group Architects,Architect,73284,JENSEN GROUP ARCHITECTS INC.,Vendor,3
jlrichardsassociates,46865,J.L. RICHARDS & ASSOCIATES LIMITED,Vendor,73378,JL RICHARDS & ASSOCIATES,Vendor,4
jmasoncontracting,44099,J. MASON CONTRACTING LTD,GC,73629,J. MASON CONTRACTING LIMITED,Vendor,2
johnsoncontrolscanada,10035,JOHNSON CONTROLS CANADA LP,Vendor,73418,Johnson Controls Canada,Vendor,3
johnsoncontrolscanada,10035,JOHNSON CONTROLS CANADA LP,Vendor,73574,JOHNSON CONTROLS CANADA LTD,Vendor,2
jonasbuildingrestoration,46553,JONAS BUILDING RESTORATION LIMITED,Vendor,73692,JONAS BUILDING RESTORATION LTD.,Vendor,2
joneljimconcreteconstruction1994,48775,JONELJIM CONCRETE CONSTRUCTION (1994) LTD.,Vendor,73679,Joneljim Concrete Construction (1994) Limited,Vendor,2
jscottbroughtonconsulting,72855,J SCOTT BROUGHTON CONSULTING INC,Vendor,72864,J SCOTT BROUGHTON CONSULTING,Vendor,2
jumpingelephants,40501,JUMPING ELEPHANTS INCORPORATED,Vendor,73346,JUMPING ELEPHANTS INC.,Vendor,2
junorisksolutions,39950,JUNO RISK SOLUTIONS INC.,Vendor,73131,JUNO RISK SOLUTIONS INCORPORATED,Vendor,6
junorisksolutions,39950,JUNO RISK SOLUTIONS INC.,Vendor,73456,Juno Risk Solutions,Vendor,2
kbiconstruction,47774,KBI Construction Inc.,GC,73440,KBI Construction,Vendor,2
kellyservicescanada,57171,KELLY SERVICES CANADA LTD,Vendor,73263,KELLY SERVICES CANADA,Vendor,4
kermodeifuelservices,42727,KERMODEI FUEL SERVICES,Vendor,73687,KERMODEI FUEL SERVICES LTD,Vendor,2
kgs,41152,KGS GROUP,Vendor,72732,KGS GROUP INC.,Vendor,5
kineticconstruction,48505,Kinetic Construction,GC,73395,Kinetic Construction Ltd.,Vendor,26
klineconstruction,42958,K-LINE CONSTRUCTION LTD,GC,73370,K-Line Construction Limited,Vendor,3
knowledgecirclelearningservices,39148,KNOWLEDGE CIRCLE LEARNING SERVICES INC.,Vendor,73485,KNOWLEDGE CIRCLE LEARNING SERVICES,Vendor,3
kpmg,10509,KPMG LLP,Vendor,73251,KPMG,Vendor,4
kristaconstruction,42140,KRISTA CONSTRUCTION LTD.,GC,73667,KRISTA CONSTRUCTION LIMITED,Vendor,2
krmckrivonosovriskmanagement,64487,KRMC-KRIVONOSOV RISK MANAGEMENT,Vendor,72750,KRMC-KRIVONOSOV RISK MANAGEMENT INC,Vendor,3
kyndrylcanada,10574,Kyndryl Canada Ltd.,Vendor,72678,KYNDRYL CANADA LIMITED,Vendor,3
lafargecanada,69625,Lafarge Canada,Buyer,73533,LAFARGE CANADA INC,Vendor,2
lagouvernanceaufeminin,64112,LA GOUVERNANCE AU FEMININ,Vendor,72516,La Gouvernance au Feminin Inc,Vendor,2
lamarcheelectric,49048,LAMARCHE ELECTRIC INC.,Vendor,73537,LAMARCHE ELECTRIC,Vendor,2
landtecgroundexperts,40747,LANDTEC GROUND EXPERTS,Vendor,73696,LANDTEC GROUND EXPERTS LTD.,Vendor,6
lecabinetderelationspubliquesnational,63472,Le Cabinet de relations publiques NATIONAL inc.,Vendor,73388,Le Cabinet de Relations Publiques National,Vendor,4
ledcorconstruction,69671,Ledcor Construction,GC,72823,LEDCOR CONSTRUCTION LIMITED,Vendor,10
leehechtharrisonknightsbridge,60542,Lee Hecht Harrison Knightsbridge Co,Vendor,73124,LEE HECHT HARRISON KNIGHTSBRIDGE CORP.,Vendor,4
legroupepfbrissonpeinture,52540,LE GROUPE P.F. BRISSON PEINTURE INC,Vendor,73676,LE GROUPE P. F. BRISSON PEINTURE,Vendor,2
lemay,71176,Lemay,Architect,72789,LEMAY CO INC.,Vendor,9
lengkeekvesselengineering,59235,LENGKEEK VESSEL ENGINEERING,Vendor,72739,LENGKEEK VESSEL ENGINEERING INC.,Vendor,7
leopiscesservices,57611,LEO-PISCES SERVICES GROUP INC.,Vendor,72922,LEO-PISCES SERVICES GROUP,Vendor,3
levesqueassociesconstruction,47393,Levesque & Associes Construction Inc.,GC,73586,LEVESQUE & ASSOCIES CONSTRUCTION,Vendor,3
levittsafety,10900,Levitt-Safety,Vendor,73293,LEVITT SAFETY LTD.,Vendor,4
levittsafety,10900,Levitt-Safety,Vendor,73309,LEVITT SAFETY LIMITED,Vendor,11
lifetechnologies,10935,Life Technologies Inc,Vendor,72743,LIFE TECHNOLOGIES,Vendor,3
lightningmedia,56369,LIGHTNING MEDIA INC.,Vendor,73343,LIGHTNING MEDIA,Vendor,2
linkedin,10984,LinkedIn Corp.,Vendor,73179,LINKEDIN CORPORATION,Vendor,4
linkedinireland,73334,LINKEDIN IRELAND LIMITED,Vendor,40139,LINKEDIN IRELAND,Vendor,5
locallanguagetraining,65066,LOCAL LANGUAGE TRAINING,Vendor,73299,LOCAL LANGUAGE TRAINING INC,Vendor,2
lrostaffing,55740,LRO STAFFING,Vendor,72628,LRO Staffing Inc.,Vendor,3
lsdynaonline,64515,LSDYNA ONLINE LLC,Vendor,73322,LSDYNA-ONLINE,Vendor,2
lsteinerconstruction,46714,L. Steiner Construction LTD,GC,73457,L Steiner Construction,Vendor,4
luminait,39304,LUMINA IT INC.,Vendor,72564,LUMINA IT,Vendor,6
lundopsahl,68696,Lund Opsahl LLC,Competitor,73736,Lund Opsahl,Competitor,1
lwgarchitecturalinteriors,59057,LWG Architectural Interiors Inc,Vendor,73176,LWG ARCHITECTURAL INTERIORS INCORPORATED,Vendor,4
lynkelectric,44630,LYNK ELECTRIC LIMITED,Vendor,73089,LYNK ELECTRIC,Vendor,12
mackbuiltcontracting,49612,Mackbuilt Contracting Inc.,GC,73527,MACK BUILT CONTRACTING,Vendor,2
mackinnoncharlton,59040,MACKINNON-CHARLTON LIMITED,Vendor,72579,MacKinnon-Charlton Ltd.,Vendor,2
maderraengineering,59632,MADERRA ENGINEERING INC,Vendor,73305,MADERRA ENGINEERING LTD.,Vendor,5
magnaivengineering,11222,Magna IV Engineering,Vendor,73033,"Magna IV Engineering, Inc.",Vendor,3
makwaresourcing,55791,MAKWA RESOURCING INC,Vendor,72924,MAKWA RESOURCING,Vendor,5
mallengowingberzins,70684,Mallen Gowing Berzins Architecture,Architect,72794,MALLEN GOWING BERZINS,Vendor,38
marblemasterrestoration,39574,MARBLEMASTER RESTORATION,Vendor,73582,MARBLEMASTER RESTORATION INC,Vendor,2
marshcanada,11372,Marsh Canada Limited,Vendor,73352,MARSH CANADA LTD.,Vendor,5
massindustrial,49746,Mass Industrial,Vendor,73072,Mass Industrial Inc,Vendor,2
maxsysstaffingandconsulting,39281,MAXSY'S STAFFING AND CONSULTING INC,Vendor,72900,MAXSYS STAFFING AND CONSULTING,Vendor,3
mccarthytetrault,57104,MCCARTHY TETRAULT,Vendor,72604,MCCARTHY TETRAULT LLP,Vendor,2
mccreaexcavating,48807,MCCREA EXCAVATING,Vendor,73389,McCrea Excavating Ltd.,Vendor,2
mcelhanney,69529,McElhanney,Competitor,73362,MCELHANNEY LTD,Vendor,7
mcgconsultingsolutions,67472,MCG CONSULTING SOLUTIONS INC.,Vendor,72719,MCG CONSULTING SOLUTIONS,Vendor,2
mclaughlinconsultants,62096,MCLAUGHLIN CONSULTANTS,Vendor,73226,McLAUGHLIN CONSULTANTS INC.,Vendor,2
mcluhandaviescommunications,39008,McLuhan & Davies Communications Inc.,Vendor,72563,McLuhan & Davies Communications,Vendor,2
mcwcustomenergysolutions,11587,MCW Custom Energy Solutions Ltd.,Vendor,73421,MCW Custom Energy Solutions,Vendor,6
mdageospatialservices,40383,MDA GEOSPATIAL SERVICES INC,Vendor,73329,MDA GEOSPATIAL SERVICES,Vendor,7
mediumcube,62934,MediumCube,Vendor,73154,Medium Cube Inc.,Vendor,3
mephillipsson,51038,M.E. PHILLIPS & SON,Vendor,73685,M.E. PHILLIPS & SON LTD,Vendor,2
mercatorgeologicalservices,67122,MERCATOR GEOLOGICAL SERVICES,Vendor,73190,MERCATOR GEOLOGICAL SERVICES LTD,Vendor,3
mercercanada,11674,Mercer (Canada) Limited,Vendor,72646,Mercer Canada Ltd.,Vendor,2
metrographics,11730,Metrographics,Vendor,73043,Metrographics Ltd.,Vendor,2
meyersnorrispenny,11744,Meyers Norris Penny,Vendor,73254,MEYERS NORRIS PENNY LLP,Vendor,3
microsoftcanada,11798,MICROSOFT CANADA INC,Vendor,72759,MICROSOFT CANADA LTD.,Vendor,3
mjchahleyconstruction,44289,MJ CHAHLEY CONSTRUCTION GROUP LTD.,GC,73463,MJ Chahley Construction Group,Vendor,2
mjsarrazinconsulting,62679,MJ SARRAZIN CONSULTING INC/,Vendor,72852,MJ SARRAZIN CONSULTING,Vendor,3
mmm,11916,MMM Group Limited,Vendor,72831,MMM GROUP,Vendor,3
mobileresources,63322,Mobile Resources,Vendor,73162,Mobile Resources Group Inc.,Vendor,3
mobius,69733,Mobius Architecture,Architect,72742,MOBIUS ARCHITECTURE INC.,Vendor,3
morneaushepell,12009,Morneau Shepell,Vendor,72961,MORNEAU SHEPELL LTD,Vendor,5
morrisonhershfield,69543,Morrison Hershfield,Competitor,72757,MORRISON HERSHFIELD LTD.,Vendor,3
morrisonhershfield,69543,Morrison Hershfield,Competitor,72805,MORRISON HERSHFIELD LIMITED,Vendor,52
motorolasolutionscanada,12046,Motorola Solutions Canada Inc,Vendor,73497,MOTOROLA SOLUTIONS CANADA,Vendor,2
murraymanagementconsulting,58700,MURRAY MANAGEMENT CONSULTING,Vendor,73285,MURRAY MANAGEMENT CONSULTING INC,Vendor,2
mvcocean,42677,MVC OCEAN,Vendor,73048,MVC OCEAN INC,Vendor,8
narwhalplumbingheating,50880,NARWHAL PLUMBING & HEATING LTD,Vendor,73554,NARWHAL PLUMBING & HEATING,Vendor,3
nationalartscentre,59094,NATIONAL ARTS CENTRE CORPORATION,Vendor,72755,NATIONAL ARTS CENTRE,Vendor,3
nationalcapitalcontracting,48932,National Capital Contracting Inc.,GC,73584,NATIONAL CAPITAL CONTRACTING,Vendor,9
nationalpublicrelations,12249,NATIONAL Public Relations,Vendor,72964,NATIONAL PUBLIC RELATIONS INC.,Vendor,3
nationalspeakersbureau,57449,NATIONAL SPEAKERS BUREAU INC,Vendor,73103,NATIONAL SPEAKERS BUREAU,Vendor,3
nationstranslation,56934,NATIONS TRANSLATION GROUP LP,Vendor,73694,NATIONS TRANSLATION GROUP INC.,Vendor,2
nattiq,12259,NATTIQ Inc.,Vendor,72748,NATTIQ,Vendor,6
nautsamawtresources,57185,NAUT'SA MAWT RESOURCES GROUP INC.,Vendor,72895,NAUT'SA MAWT RESOURCES GROUP,Vendor,3
navigantconsulting,59026,NAVIGANT CONSULTING,Vendor,73248,NAVIGANT CONSULTING INC.,Vendor,4
naviusresearch,12272,Navius Research Inc.,Vendor,73204,NAVIUS RESEARCH,Vendor,6
newfoundrecruiting,56213,NEWFOUND RECRUITING CORPORATION,Vendor,72716,NEWFOUND RECRUITING,Vendor,3
newleafperformance,55498,NewLeaf Performance Inc,Vendor,72704,NEW LEAF PERFORMANCE,Vendor,5
newmanelectric,51180,NEWMAN ELECTRIC CO. INC.,Vendor,73640,Newman Electric Company Inc.,Vendor,2
nichetechnology,12414,Niche Technology Inc.,Vendor,72771,NICHE TECHNOLOGY,Vendor,3
nicholsappliedmanagement,12415,Nichols Applied Management,Vendor,73073,NICHOLS APPLIED MANAGEMENT INC.,Vendor,3
nordastelo,43261,NORDA STELO INC,Vendor,73344,NORDA STELO,Vendor,2
norichelectric,39415,NORICH ELECTRIC LTD,Vendor,73459,Norich Electric,Vendor,2
norr,69623,NORR,Architect,72708,NORR LIMITED,Vendor,15
norr,69623,NORR,Architect,73774,NORR Architects,Architect,1
northerncontracting,43889,NORTHERN CONTRACTING LIMITED,GC,73702,Northern Contracting Ltd,Vendor,6
northwesthydraulicconsultants,12597,Northwest Hydraulic Consultants Ltd.,Vendor,73049,Northwest Hydraulic Consultants,Vendor,5
norvonenterprises,43064,NORVON ENTERPRISES LTD,Vendor,73632,Norvon Enterprises Limited,Vendor,4
novanetworks,12629,Nova Networks,Vendor,73551,NOVA NETWORKS INC.,Vendor,2
nunamistantec,68139,NUNAMI STANTEC LIMITED,Vendor,73367,Nunami Stantec Ltd,Vendor,2
obliqueconsultants,60924,Oblique Consultants Ltd.,Vendor,73350,OBLIQUE CONSULTANTS,Vendor,2
okanagankootenaywelldrilling,51662,OKANAGAN KOOTENAY WELL DRILLING,Vendor,73659,OKANAGAN KOOTENAY WELL DRILLING LTD,Vendor,2
olavconsulting,59573,OLAV CONSULTING CORP,Vendor,73220,OLAV CONSULTING CORPORATION,Vendor,3
oneruleconstruction,12834,One Rule Construction,GC,73538,ONE RULE CONSTRUCTION LTD.,Vendor,2
opalrttechnologies,12882,Opal RT Technologies,Vendor,73301,OPAL-RT TECHNOLOGIES INC.,Vendor,1
opengeospatialconsortium,59302,OPEN GEOSPATIAL CONSORTIUM INC,Vendor,73429,Open Geospatial Consortium,Vendor,2
orbisriskconsulting,39649,ORBIS RISK CONSULTING INC,Vendor,73326,ORBIS RISK CONSULTING,Vendor,3
orkincanada,12954,ORKIN CANADA CORP,Vendor,73643,ORKIN CANADA CORPORATION,Vendor,2
ottawabusinessinteriors,39468,OTTAWA BUSINESS INTERIORS,Vendor,72621,Ottawa Business Interiors Ltd.,Vendor,2
ottawaconventioncentre,56203,OTTAWA CONVENTION CENTRE CORP.,Vendor,72867,OTTAWA CONVENTION CENTRE CORPORATION,Vendor,3
oxfordconstruction,40896,OXFORD CONSTRUCTION,GC,73611,OXFORD CONSTRUCTION LTD,Vendor,3
paceplumbingheating,46932,Pace Plumbing & Heating Ltd.,Vendor,73684,PACE PLUMBING & HEATING LIMITED,Vendor,2
pacificindustrialmarine,42672,PACIFIC INDUSTRIAL & MARINE,Vendor,73470,Pacific Industrial & Marine Ltd,Vendor,10
paladintechnologies,13073,PALADIN TECHNOLOGIES INC.,Vendor,73477,PALADIN TECHNOLOGIES,Vendor,5
parkin,68972,Parkin Architects,Architect,72718,PARKIN ARCHITECTS LIMITED,Vendor,3
parkinarchitectswestern,68865,Parkin Architects Western,Architect,72698,PARKIN ARCHITECTS  WESTERN LIMITED,Vendor,5
parkland,69706,Parkland Corp.,Buyer,73608,PARKLAND CORPORATION,Vendor,5
patkau,69282,Patkau Architects,Architect,73268,PATKAU ARCHITECTS INC,Vendor,3
patlonaircraftindustries,48685,Patlon Aircraft & industries limited,Vendor,73693,PATLON AIRCRAFT & INDUSTRIES,Vendor,2
pclconstructionmanagement,70811,PCL Construction Management,GC,73499,PCL CONSTRUCTION MANAGEMENT INC,Vendor,1
performancemanagementnetwork,39736,PERFORMANCE MANAGEMENT NETWORK INC.,Vendor,72784,PERFORMANCE MANAGEMENT NETWORK,Vendor,3
perkinswillcanada,66168,Perkins + Will Canada Inc,Vendor,73592,PERKINS+WILL CANADA CORPORATION,Vendor,3
petomaccallum,59564,PETO MACCALLUM LTD.,Vendor,72839,PETO MACCALLUM LIMITED,Vendor,3
petrotagtechnologies,46950,Petrotag Technologies Inc,Vendor,73436,Petrotag Technologies,Vendor,3
pleiadcanada,39184,PLEIAD CANADA INC.,Vendor,72857,PLEIAD CANADA INCORPORATED,Vendor,2
plumbcrazymechanical,50892,PLUMB CRAZY MECHANICAL LTD.,Vendor,73101,PLUMB CRAZY MECHANICAL,Vendor,4
porpealiarepair,73041,Porpealia Repair Ltd,Vendor,42679,PORPEALIA REPAIR,Vendor,4
portagepersonnel,56462,Portage Personnel Inc.,Vendor,73413,Portage Personnel,Vendor,2
powersteelbuildings,52632,POWER STEEL BUILDINGS INC,Vendor,73523,POWER STEEL BUILDINGS,Vendor,2
prairierubberpaving,49572,Prairie Rubber Paving Ltd.,Vendor,73579,PRAIRIE RUBBER PAVING,Vendor,1
prepservicesinternational,65688,P.R.E.P. SERVICES INTERNATIONAL LTD,Vendor,73316,P.R.E.P. SERVICES INTERNATIONAL,Vendor,2
presidiasecurityconsulting,39200,PRESIDIA SECURITY CONSULTING INC,Vendor,72683,PRESIDIA SECURITY CONSULTING,Vendor,6
presidiasecurityconsulting,39200,PRESIDIA SECURITY CONSULTING INC,Vendor,73178,PRESIDIA SECURITY CONSULTING INCORPORATED,Vendor,4
primexprojectmanagement,64468,PRIMEX PROJECT MANAGEMENT LIMITED,Vendor,73600,Primex Project Management Ltd,Vendor,2
procurementallianceofcanada,57380,PROCUREMENT ALLIANCE OF CANADA INC.,Vendor,73294,PROCUREMENT ALLIANCE OF CANADA,Vendor,3
promaxis,63300,Promaxis,Vendor,73375,Promaxis Inc.,Vendor,2
prosagmecanique,48562,PRO-SAG MECANIQUE,Vendor,73671,PRO-SAG MECANIQUE INC,Vendor,2
proto3000,13844,Proto3000 Inc,Vendor,73473,Proto3000,Vendor,2
protolabs,64956,"PROTO LABS, INC",Vendor,73342,PROTOLABS,Vendor,2
puriconsulting,62220,PURI CONSULTING LIMITED,Vendor,72591,Puri Consulting Ltd.,Vendor,2
pyramidconstruction,42887,PYRAMID CONSTRUCTION LTD,GC,73639,Pyramid Construction Limited,Vendor,2
qdrillingremediation,48307,Q-DRILLING & REMEDIATION INC.,Vendor,73386,Q-Drilling & Remediation,Vendor,4
qmrstaffingsolutions,55451,QMR Staffing Solutions Inc.,Vendor,72506,QMR STAFFING SOLUTIONS INCORPORATED,Vendor,46
qmrstaffingsolutions,55451,QMR Staffing Solutions Inc.,Vendor,72910,QMR STAFFING SOLUTIONS,Vendor,3
quaileengineering,64452,QUAILE ENGINEERING LIMITED,Vendor,73077,QUAILE ENGINEERING LTD.,Vendor,4
quatrosenseenvironmental,47725,Quatrosense Environmental Ltd,Vendor,73602,QUATROSENSE ENVIRONMENTAL LIMITED,Vendor,2
quintekawarthaalarmsystems,47948,Quinte-Kawartha Alarm Systems,Vendor,73465,Quinte-Kawartha Alarm Systems Limited,Vendor,2
quintetconsulting,39132,QUINTET CONSULTING CORPORATION,Vendor,72487,QUINTET CONSULTING CORP.,Vendor,5
quintetconsulting,39132,QUINTET CONSULTING CORPORATION,Vendor,73288,QUINTET CONSULTING,Vendor,9
rain,62955,"RAIN Group, LLC",Vendor,73349,RAIN GROUP,Vendor,2
rainmakersconsultingservices,62632,RAINMAKERS CONSULTING SERVICES INC,Vendor,72685,RAINMAKERS CONSULTING SERVICES,Vendor,3
ralphconnor,46702,Ralph Connor Co Ltd,Vendor,73617,RALPH CONNOR COMPANY LIMITED,Vendor,6
ranwalplumbingheating,14122,Ranwal Plumbing & Heating LTD.,Vendor,73496,RANWAL PLUMBING & HEATING,Vendor,2
raylecpower,41966,RAYLEC POWER LP,Vendor,73673,RAYLEC POWER LIMITED PARTNERSHIP,Vendor,2
raymondchabotgrantthornton,50735,RAYMOND CHABOT GRANT THORNTON,Vendor,72971,Raymond Chabot Grant Thornton Inc.,Vendor,2
raymondemcenclosures,47084,RAYMOND EMC ENCLOSURES LTD,Vendor,73338,RAYMOND EMC ENCLOSURES LIMITED,Vendor,2
rcsconstruction,53067,RCS Construction Incorporated,GC,73361,RCS Construction Inc,Vendor,2
rdhbuildingscience,69542,RDH Building Science,Subcontractor,72804,RDH BUILDING SCIENCE INC,Vendor,10
redwoodconstruction,42893,REDWOOD CONSTRUCTION LIMITED,Vendor,73599,REDWOOD CONSTRUCTION LTD.,Vendor,3
republic,42463,REPUBLIC ARCHITECTURE INC,Architect,73390,Republic Architecture Incorporated,Vendor,10
resortsofthecanadianrockies,69702,Resorts of the Canadian Rockies,Buyer,73603,RESORTS OF THE CANADIAN ROCKIES INC,Vendor,2
revery,72266,Revery Architecture,Architect,73009,Revery Architecture Inc.,Vendor,3
rfpsolutions,14409,RFP Solutions Inc.,Vendor,73177,RFP SOLUTIONS,Vendor,3
