Id,NewKind,Name
48473,GC,"B&J CONTRACTING"
5684,GC,"Cutting Edge Contracting Ltd"
1379,GC,"D-Kazz Contracting"
42036,GC,"DUNIT CONTRACTING"
71446,GC,"GDM GREYSTONE DESIGN MANAGEMENT CONSTRUCTION LTD."
46685,GC,"Keepler Bell Contracting"
10243,GC,"KellerDenali Construction"
1015,GC,"Klassen Construction"
71445,Architect,"PWL PARTNERSHIP LANDSCAPE ARCHITECTS INC."
977,GC,"Silverlady Construction Ltd."
48667,GC,"Slate Construction"
1216,GC,"Whidden Construction Group"
