Id,Kind,OldName,NewName
7069,Vendor,"EPIC ROOFING & EXTERIORS COMMERCIAL LTD Based on best value the successful vendor was Epic Roofing & Exteriors","EPIC ROOFING & EXTERIORS COMMERCIAL LTD Based on best value the"
7074,Vendor,"EPOPLEX Contract awarded for Epoxy Resins","EPOPLEX"
7077,Vendor,"EPS/AB ENERGY CANADA LTD Weighted Evaluation","EPS/AB ENERGY CANADA LTD"
7110,Vendor,"Ernst & Young LLP Contract Awarded to Ernst & Young LLP","Ernst & Young LLP"
7111,Vendor,"Ernst & Young LLP Successful Proponent","Ernst & Young LLP"
7389,Vendor,"Fibertel Communications Canada Inc (Fibertel Communications) Awarded","Fibertel Communications Canada Inc (Fibertel Communications)"
7451,Vendor,"Fireblast 451 Inc. Successful Proponent","Fireblast 451 Inc"
7529,Vendor,"Flatiron Constructors Canada Ltd Pre-Qualified","Flatiron Constructors Canada Ltd"
7605,Vendor,"Focus Corporation Successful Proponent","Focus Corporation"
7652,Vendor,"Formula Contractors Ltd. Weighted Evaluation","Formula Contractors Ltd"
7979,Vendor,"GDI Integrated Facility Services Bid Received/not reviewed for Compliancy","GDI Integrated Facility Services"
7980,Vendor,"GDI Integrated Facility Services Received not reviewed for Compliancy","GDI Integrated Facility Services"
8005,Vendor,"GEC Architecture Successful Proponent","GEC Architecture"
8006,Vendor,"GEC Architecture Successful Vendor","GEC Architecture"
8126,Vendor,"GFL Environmental Received - not reviewed for compliancy","GFL Environmental"
8132,Vendor,"gh3 Inc Prequalified to bid this project only","gh3 Inc"
8210,Vendor,"Global Vapor Ltd. contract awarded to Global Vapor","Global Vapor Ltd"
8268,Vendor,"Golder Associates Limited Weighted Evaluation","Golder Associates Limited"
8357,Vendor,"Graham Construction and Engineering LP Succesfully Prequalified","Graham Construction and Engineering LP Succesfully"
8405,Vendor,"Grasschopper Landscaping Awarded","Grasschopper Landscaping"
8410,Vendor,"Grasschopper Landscaping Ltd. Weighted Evaluation","Grasschopper Landscaping Ltd"
8411,Vendor,"Grasschopper Landscaping Weighted Evaluation","Grasschopper Landscaping"
8441,Vendor,"Great Slave Helicopters Ltd. all four (4) agreements awarded","Great Slave Helicopters Ltd. all four (4) agreements"
8465,Vendor,"Green Space Alliance Consulting Inc. Successful Proponent","Green Space Alliance Consulting Inc"
8468,Vendor,"Green Space Alliance Successful Proponent","Green Space Alliance"
8474,Vendor,"Greenco Bid received","Greenco"
8544,Vendor,"Group2 Architecture Engineering Ltd. Successful Proponent","Group2 Architecture Engineering Ltd"
8594,Vendor,"Guillevin International Co. Awarded","Guillevin International Co"
8631,Vendor,"H.O. Concrete Supplies Ltd./Canadain Paving Stone (joint Venture) bid received; not yet reviewed for compliancy","H.O. Concrete Supplies Ltd./Canadain Paving Stone (joint Venture)"
8707,Vendor,"Hargreaves & Associates Bid Received has not been reviewed for Compliancy","Hargreaves & Associates"
8757,Vendor,"Haul All Equipment Systems Ltd. Awarded","Haul All Equipment Systems Ltd"
8886,Vendor,"Heritage Nurseries Ltd. Weighted evaluation","Heritage Nurseries Ltd"
8916,Vendor,"HFKS Architects Inc Successful Prequalified Respondent","HFKS Architects Inc"
8937,Vendor,"High Line Electrical Constructors Ltd. Weighted evaluation","High Line Electrical Constructors Ltd"
8949,Vendor,"High Speed Imaging Inc. 2015RFP0031 successful proponent","High Speed Imaging Inc. 2015RFP0031"
9139,Vendor,"Hughes Petroleum Ltd Successful Proponent","Hughes Petroleum Ltd"
9143,Vendor,"Hukalo Oberg Engineering Ltd. (HO Engineering Ltd.) Successful Proponent","Hukalo Oberg Engineering Ltd. (HO Engineering Ltd.)"
9219,Vendor,"IBI Group Awarded","IBI Group"
9220,Vendor,"IBI Group Bid has been received but not checked for compliance.","IBI Group"
9221,Vendor,"IBI Group Contract Awarded","IBI Group"
9222,Vendor,"IBI Group Evaluation is under review","IBI Group"
9226,Vendor,"IBI Group Proposal have not been reviewed for compliancy or calculation errors","IBI Group"
9228,Vendor,"IBI Group The short listed firms for this RFQ were invited to submit a response to the Invitational RFP. Invitational RFPs are not posted to APC. The RFP award information can be found under this RFQ.","IBI Group"
9229,Vendor,"IBI Group Weighted Evaluation","IBI Group"
9232,Vendor,"Ibis Communications Inc. contract awarded to gighest scoring bidder","Ibis Communications Inc"
9395,Vendor,"Independent Commissioning Solutions (ICx Solutions) Successful Proponent","Independent Commissioning Solutions (ICx Solutions)"
9418,Vendor,"Industrial Scientific Corp. awarded","Industrial Scientific Corp"
9496,Vendor,"Innerspaces Business Furnishings Inc. Prequalified in accordance with PQR 201926 evaluation criteria.","Innerspaces Business Furnishings Inc"
9528,Vendor,"Inscopix, Inc. U of C 2016RSS0039 awarded","Inscopix, Inc. U of C 2016RSS0039"
9535,Vendor,"Insightec Inc. 2016RSS0022 Awarded","Insightec Inc. 2016RSS0022"
9622,Vendor,"Inteqna a division of Design Group Staffing Inc. successful proponent","Inteqna a division of Design Group Staffing Inc"
9673,Vendor,"Interworks Contracting Ltd. Weighted Evaluation","Interworks Contracting Ltd"
9761,Vendor,"ISL Engineering and Land Services (ISL) Proposal received not reviewed for compliance","ISL Engineering and Land Services (ISL)"
9766,Vendor,"ISL Engineering and Land Services (ISL) Weighted Evaluation","ISL Engineering and Land Services (ISL)"
9767,Vendor,"ISL Engineering and Land Services Bids have not been reviewed for compliancy or calculation errors","ISL Engineering and Land Services"
9772,Vendor,"ISL Engineering and Land Services Weighted Evaluation","ISL Engineering and Land Services"
9777,Vendor,"ISL Engineering Proposal have not been reviewed for compliancy or calculation errors","ISL Engineering"
9904,Vendor,"Jatec Electric Ltd. Weighted Evaluation","Jatec Electric Ltd"
10000,Vendor,"JobSite Workwear Received not reviewed for Compliancy","JobSite Workwear"
10006,Vendor,"Joe Johnson Equipment Based on the highest evaluate score. Joe Johnson was the successful Proponent","Joe Johnson Equipment Based on the highest evaluate score. Joe Johnson was the"
10011,Vendor,"Joe Johnson Equipment Inc. Contract Awarded","Joe Johnson Equipment Inc"
10258,Vendor,"Kendrith Bentley and Associates Ltd. Awarded","Kendrith Bentley and Associates Ltd"
