LoserId,SurvivorId,Reason
54871,18897,School District 05 (Unknown) -> SD 5 Southeast Kootenay (Buyer verified)
54683,69065,School District 20 (Unknown) -> SD 20 Kootenay and Columbia (Buyer verified)
54194,69071,School District 37 (Unknown 1 proj) -> SD 37 Delta (Buyer verified)
