LoserId,SurvivorId,Reason
71278,68918,Bassetti Architects A Design Studio of HMC -> base Bassetti Architects
71281,69014,RJC Engineers (Read Jones Christoffersen Ltd.) -> RJC Engineers base
71285,68919,Reimagine Architects (formerly Manasc Isaac Architects) -> shorter "formerly Manasc Isaac"
71292,54934,Maple Reinders -> Maple Reinders Group
71294,3,Cantiro -> Cantiro Group (KorClient survivor)
