FamilyKey,Action,LoserId,LoserName,LoserKind,LoserWeight,LoserEnrich,SurvivorId,SurvivorName,SurvivorKind,SurvivorWeight,Confidence,Evidence
"golden fortune",MERGE,25797,"Golden Fortune Construction Ltd",GC,11,1,22836,"Golden Fortune Development Inc",Developer,45,Low,"join=EXACT; BIZNUM-CONFLICT(824138267 vs 817215411); loser-suppressed"
"carlisle group",MERGE,53468,"The Carlisle Group",Developer,18,3,53370,"Carlisle Group",Developer,37,High,"join=EXACT"
"ward bros",MERGE,18054,"Ward Bros. Construction Ltd. (of Lethbridge, AB)",GC,16,1,18051,"Ward Bros Construction Ltd.",GC,32,High,"join=EXACT; loser-suppressed"
"ward bros",MERGE,18050,"Ward Bros Construction (of Lethbridge, AB)",GC,3,0,18051,"Ward Bros Construction Ltd.",GC,32,High,"join=EXACT; loser-suppressed"
"ward bros",MERGE,18052,"Ward bros Ltd.",Vendor,3,0,18051,"Ward Bros Construction Ltd.",GC,32,Medium,"join=EXACT-NONBD"
"interworks contracting",MERGE,71572,"Interworks Contracting Ltd (AB)",GC,8,0,9672,"Interworks Contracting Ltd.",GC,45,High,"join=EXACT; loser-suppressed"
"hensel phelps",MERGE,54948,"Hensel Phelps",GC,26,3,68622,"Hensel Phelps Construction Co.",GC,26,High,"join=EXACT"
"giannone petricone",MERGE,69974,"Giannone Petricone Associates (Toronto)",Architect,22,2,68829,"Giannone Petricone Associates",Architect,29,High,"join=EXACT"
"marc boutin architectural",MERGE,71199,"Marc Boutin Architectural Collaborative Inc.",Architect,20,4,16853,"The Marc Boutin Architectural Collaborative Inc",Architect,21,Low,"join=CONTAINS"
"marc boutin architectural",MERGE,11332,"Marc Boutin Architectural",Architect,7,3,16853,"The Marc Boutin Architectural Collaborative Inc",Architect,21,High,"join=EXACT"
"marc boutin architectural",MERGE,16852,"THE MARC BOUTIN ARCHITECTURAL",Architect,3,1,16853,"The Marc Boutin Architectural Collaborative Inc",Architect,21,High,"join=EXACT; loser-suppressed"
"lex3 engineering",MERGE,10906,"LEX3 Engineering Inc. (Calgary)",Competitor,3,0,10905,"LEX3 Engineering Inc",Competitor,47,High,"join=EXACT; loser-suppressed"
"adamson associates",MERGE,67440,"Adamson Associates Architects",Architect,15,3,69258,"Adamson Associates Architects (Design: Frank Gehry Partners)",Architect,35,High,"join=EXACT"
"fillmore construction management",MERGE,71823,"Fillmore Construction Management Inc (Fillmore Construction Management Inc)",GC,4,0,7409,"FILLMORE CONSTRUCTION MANAGEMENT INC",GC,46,High,"join=EXACT; loser-suppressed"
"itc construction",MERGE,22462,"ITC Construction BC Inc",GC,10,1,70926,"ITC Construction Group",GC,33,High,"join=EXACT; loser-suppressed"
"itc construction",MERGE,32227,"ITC Construction Management BC Inc",GC,6,1,70926,"ITC Construction Group",GC,33,Low,"join=CONTAINS; loser-suppressed"
"bentall kennedy",MERGE,53626,"Bentall Kennedy",Developer,3,1,3202,"Bentall Kennedy (Canada) LP",Developer,46,High,"join=EXACT; loser-suppressed"
"wade general",MERGE,47177,"Wade General Construction LTD",GC,3,0,46591,"Wade General Contracting Ltd",GC,41,High,"join=EXACT; loser-suppressed"
"wade general",MERGE,47994,"Wade General Contractingb",GC,3,0,46591,"Wade General Contracting Ltd",GC,41,Low,"join=CONTAINS; loser-suppressed"
"bjarke ingels group dialog",MERGE,69946,"Bjarke Ingels Group (BIG); DIALOG (associate architect)",Architect,22,2,69243,"Bjarke Ingels Group (BIG) + DIALOG",Architect,25,High,"join=EXACT"
"canada lands",MERGE,55048,"Canada Lands Company (CLC)",Developer,9,3,54118,"Canada Lands Company Ltd.",Buyer,38,High,"join=EXACT; loser-suppressed"
"timcon construction",MERGE,17023,"Timcon Construction",GC,17,0,17025,"Timcon Construction (1988) Ltd",GC,26,High,"join=EXACT; loser-suppressed"
"timcon construction",MERGE,17024,"Timcon Construction (1981) Ltd",GC,3,0,17025,"Timcon Construction (1988) Ltd",GC,26,High,"join=EXACT; loser-suppressed"
"scott construction",MERGE,44744,"SCOTT CONSTRUCTION NIAGARA INC",GC,5,0,54932,"Scott Construction Group",GC,34,Low,"join=CONTAINS; loser-suppressed"
"scott construction",MERGE,15091,"Scott Construction (Alberta) Ltd",GC,4,0,54932,"Scott Construction Group",GC,34,High,"join=EXACT; loser-suppressed"
"scott construction",MERGE,36438,"SCOTT CONSTRUCTION MANAGEMENT LTD.",GC,3,1,54932,"Scott Construction Group",GC,34,Low,"join=CONTAINS; loser-suppressed"
"hulbert group",MERGE,54266,"Hulbert Group",Architect,16,3,54330,"Hulbert Group International Inc.",Architect,17,High,"join=EXACT"
"hulbert group",MERGE,54329,"The Hulbert Group",Architect,13,2,54330,"Hulbert Group International Inc.",Architect,17,High,"join=EXACT"
"bc institute of technology",MERGE,69458,"BC Institute of Technology (BCIT)",Buyer,14,3,18819,"BC Institute of Technology",Buyer,30,High,"join=EXACT; loser-suppressed"
"most engineering",MERGE,12029,"MOST Engineering (2001) Ltd.",Competitor,19,2,71883,"MOST Engineering",Competitor,24,High,"join=EXACT"
"lemay",MERGE,71527,"Lemay (Calgary, Toronto, Montreal, Quebec, New York, Edmonton, Dubai, Sao Paolo, Copenhagen, Aarhus)",Architect,5,0,71176,"Lemay",Architect,38,High,"join=EXACT; loser-suppressed"
"thinkspace architecture planning and interior design",MERGE,72170,"Thinkspace Architecture Planning and Interior Design (Lee Blanchard)",Architect,10,1,72164,"Thinkspace Architecture Planning and Interior Design",Architect,32,High,"join=EXACT"
"covenant health",MERGE,72128,"Covenant Health Calgary",Buyer,12,2,5472,"Covenant Health",Buyer,28,High,"join=EXACT"
"khowutzun development",MERGE,54998,"Khowutzun Development Corporation (KDLLP)",Developer,8,2,69186,"Khowutzun Development Corporation",Developer,32,High,"join=EXACT; loser-suppressed"
"thompson rivers university",MERGE,54525,"Thompson Rivers University (TRU)",Buyer,15,4,18908,"Thompson Rivers University",Buyer,25,High,"join=EXACT; loser-suppressed"
"holaco construction",MERGE,25601,"Holaco Construction",GC,17,1,9025,"HOLACO CONSTRUCTION (1997) LTD.",GC,22,High,"join=EXACT; loser-suppressed"
"unsurpassable construction",MERGE,71620,"Unsurpassable Construction Ltd (Didsbury)",GC,3,0,17626,"Unsurpassable Construction Ltd.",GC,36,High,"join=EXACT; loser-suppressed"
"southwest design",MERGE,15720,"Southwest Design and Construction",GC,8,1,15718,"Southwest Design & Construction Ltd",GC,25,Low,"join=CONTAINS; loser-suppressed"
"southwest design",MERGE,15719,"Southwest Design & Construction Ltd. (Same)",GC,5,1,15718,"Southwest Design & Construction Ltd",GC,25,High,"join=EXACT; loser-suppressed"
"rwa group",MERGE,71013,"RWA Group Architecture (Ramsay Worden Architects)",Architect,14,2,69446,"RWA Group Architecture",Architect,23,High,"join=EXACT"
"square nine",MERGE,23806,"Square Nine Builders Inc",GC,10,1,172,"Square Nine Development",KorClient,27,High,"join=EXACT; loser-suppressed"
"reco construction",MERGE,14204,"Reco Construction (2010) Ltd",GC,10,0,14205,"Reco Construction Ltd.",GC,26,High,"join=EXACT; loser-suppressed"
"akron engineering consultant s",MERGE,1964,"Akron Engineering Consultant's Group Ltd. (Akron Engineering)",Competitor,12,2,1963,"Akron Engineering Consultant's Group LTD",Competitor,24,High,"join=EXACT"
"hsea architecture",MERGE,71211,"HSEA Architecture Inc. (Hodgson Schilf Evans Architects)",Architect,17,2,72112,"HSEA Architecture (Hodgson Schilf Evans Architects)",Architect,19,High,"join=EXACT"
"sena constructors",MERGE,15192,"SeNa Constructors Inc. (Engineering & Constructions)",GC,4,0,15191,"SeNa Constructors Inc.",GC,31,High,"join=EXACT; loser-suppressed"
"vancouver island university",MERGE,54157,"Vancouver Island University (formerly Malaspina College)",Buyer,4,1,18920,"Vancouver Island University",Buyer,31,High,"join=EXACT; loser-suppressed"
"bennett s construction supplies",MERGE,68296,"BENNETT'S CONSTRUCTION & SUPPLIES (2011) LIMITED",GC,3,0,42674,"BENNETT'S CONSTRUCTION & SUPPLIES LTD",GC,32,High,"join=EXACT; loser-suppressed"
"boffo developments",MERGE,25155,"Boffo Developments (Smithe) Ltd.",Developer,8,1,69806,"Boffo Developments",Buyer,27,Low,"join=EXACT; CLENDOR-CONFLICT(CL00671 vs f7cf3d8e58614009a51a242ff4d960b9); BIZNUM-CONFLICT(806286514 vs 830208567); loser-suppressed"
"three hills",MERGE,42377,"THREE HILLS ENGINEERING LTD.",Competitor,7,0,336,"Three Hills",Buyer,27,High,"join=EXACT; loser-suppressed"
"leighton contracting",MERGE,47607,"Leighton Contracting Ltd",GC,6,1,47047,"Leighton contracting (2009) Ltd",GC,28,High,"join=EXACT; loser-suppressed"
"hdr architecture",MERGE,72235,"HDR Architecture Associates (confirmed)",Architect,16,2,72190,"HDR Architecture Associates",Architect,16,High,"join=EXACT"
"hdr architecture",MERGE,72209,"HDR Architecture (design-build)",Architect,2,0,72190,"HDR Architecture Associates",Architect,16,High,"join=EXACT; loser-suppressed"
"jm architecture",MERGE,70746,"JM Architecture Inc.",Architect,17,3,69993,"JM Architecture Inc (Surrey)",Architect,17,High,"join=EXACT"
"construction polaris",MERGE,51042,"CONSTRUCTION POLARIS (1993) INC.",GC,10,0,44414,"CONSTRUCTION POLARIS CMM INC",GC,14,High,"join=EXACT; loser-suppressed"
"construction polaris",MERGE,42666,"CONSTRUCTION POLARIS",GC,9,0,44414,"CONSTRUCTION POLARIS CMM INC",GC,14,High,"join=EXACT; loser-suppressed"
"civitas urban design",MERGE,69890,"Civitas Urban Design & Architecture (2024/2025 revised concept as Concord Landing)",Architect,15,2,69862,"Civitas Urban Design & Architecture",Architect,18,High,"join=EXACT"
"walterfedy architecture",MERGE,73928,"WalterFedy Architecture (formerly Riddell Kurczaba Architecture Engineering)",Architect,7,1,71323,"WalterFedy Architecture",Architect,26,High,"join=EXACT; loser-suppressed"
"eba engineering",MERGE,6598,"EBA Engineering Consultants Ltd. (EBA, A Tetra Tech Company)",Competitor,3,1,6596,"EBA Engineering Consultants Ltd.",Unknown,24,High,"join=EXACT; loser-suppressed"
"eba engineering",MERGE,6599,"EBA Engineering Consultants Ltd. (of Calgary, AB)",Competitor,3,0,6596,"EBA Engineering Consultants Ltd.",Unknown,24,High,"join=EXACT; loser-suppressed"
"eba engineering",MERGE,6600,"EBA Engineering Consultants Ltd. (of Lethbridge, AB)",Competitor,3,0,6596,"EBA Engineering Consultants Ltd.",Unknown,24,High,"join=EXACT; loser-suppressed"
"emmons and mitchell",MERGE,47172,"Emmons and Mitchell Construction (2000) Limited",GC,5,0,47900,"Emmons and Mitchell Construction",GC,25,High,"join=EXACT; loser-suppressed"
"emmons and mitchell",MERGE,48708,"EMMONS AND MITCHELL",Vendor,3,0,47900,"Emmons and Mitchell Construction",GC,25,Medium,"join=EXACT-NONBD"
"tien sher",MERGE,69909,"Tien Sher Development Group Inc.",GC,10,1,55100,"Tien Sher Group",Developer,19,High,"join=EXACT"
"tien sher",MERGE,53918,"Tien Sher Investment",Developer,4,1,55100,"Tien Sher Group",Developer,19,Low,"join=CONTAINS; BIZNUM-CONFLICT(825787120 vs 827820366); loser-suppressed"
"stantec",MERGE,69910,"Stantec (full integrated design including architecture)",Architect,12,2,69987,"Stantec (Stefan Schulson, Principal Architect)",Architect,14,High,"join=EXACT"
"stantec",MERGE,69581,"Stantec (integrated design-build)",Competitor,3,1,69987,"Stantec (Stefan Schulson, Principal Architect)",Architect,14,High,"join=EXACT; loser-suppressed"
"stantec",MERGE,69923,"Stantec (Craig More, structural engineer)",Competitor,3,1,69987,"Stantec (Stefan Schulson, Principal Architect)",Architect,14,High,"join=EXACT; loser-suppressed"
"trammell crow",MERGE,74229,"Trammell Crow Company",Developer,6,2,73739,"Trammell Crow Company — Seattle",Developer,25,High,"join=EXACT"
"yorkton group",MERGE,53390,"Yorkton Group",Developer,3,1,53597,"Yorkton Group International",Developer,28,High,"join=EXACT; loser-suppressed"
"lewis vancouver",MERGE,23827,"Lewis Vancouver Development Ltd.",Developer,8,1,19756,"LEWIS VANCOUVER CONSTRUCTION LTD",GC,23,Low,"join=EXACT; BIZNUM-CONFLICT(704747690 vs 801050113); loser-suppressed"
"emil anderson",MERGE,49411,"Emil Anderson Construction Inc.",GC,8,1,6911,"EMIL ANDERSON CONSTRUCTION (EAC) INC.",GC,23,High,"join=EXACT; loser-suppressed"
"bunt associates",MERGE,3845,"Bunt & Associates Engineering (N. Alberta) Ltd",Competitor,12,3,3848,"Bunt & Associates Engineering Ltd.",Unknown,14,High,"join=EXACT"
"bunt associates",MERGE,3846,"Bunt & Associates Engineering (N.Alberta) Ltd. (Transportation Planning)",Competitor,5,0,3848,"Bunt & Associates Engineering Ltd.",Unknown,14,High,"join=EXACT; loser-suppressed"
"qualex landmark",MERGE,54860,"Qualex-Landmark Developments Inc.",Developer,5,1,69804,"Qualex-Landmark",Buyer,26,High,"join=EXACT; loser-suppressed"
"penn co",MERGE,49153,"PENN-CO CONSTRUCTION CANADA (2003)",GC,13,0,51062,"PENN-CO CONSTRUCTION CANADA",GC,17,High,"join=EXACT; loser-suppressed"
"manasc isaac",MERGE,74175,"Manasc Isaac (Reimagine)",Architect,9,1,11288,"MANASC ISAAC ARCHITECTS LTD",Architect,21,High,"join=EXACT"
"city of portland",MERGE,73783,"City of Portland",Buyer,12,2,68834,"City of Portland (OR)",Buyer,17,High,"join=EXACT"
"northern road",MERGE,12563,"Northern Road Builders Inc. (Construction, Logging, Boring, HDD)",GC,6,1,12562,"Northern Road Builders Inc.",GC,23,High,"join=EXACT; loser-suppressed"
"multnomah county",MERGE,68842,"Multnomah County (OR)",Buyer,10,2,73733,"Multnomah County",Buyer,19,High,"join=EXACT; loser-suppressed"
"whiting turner",MERGE,75165,"Whiting-Turner Contracting",GC,1,0,54949,"The Whiting-Turner Contracting Company",GC,28,High,"join=EXACT"
"pacific preferred",MERGE,36310,"Pacific Preferred Development Ltd",Developer,4,1,25097,"Pacific Preferred Developments Ltd",Developer,21,High,"join=EXACT; loser-suppressed"
"pacific preferred",MERGE,38331,"Pacific Preferred Ltd.",Vendor,4,1,25097,"Pacific Preferred Developments Ltd",Developer,21,Medium,"join=EXACT-NONBD"
"smart electrical",MERGE,48268,"Smart Electrical Contractors",GC,4,0,46649,"Smart Electrical Contractors (2007) Ltd.",GC,24,High,"join=EXACT; loser-suppressed"
"boald construction management",MERGE,71581,"Boald Construction Management Ltd (St. Albert)",GC,6,0,3510,"Boald Construction Management Ltd",GC,19,High,"join=EXACT; loser-suppressed"
"boald construction management",MERGE,3511,"Boald Construction Management Ltd. (Boald Construction Management Ltd.)",GC,3,0,3510,"Boald Construction Management Ltd",GC,19,High,"join=EXACT; loser-suppressed"
"canada west",MERGE,24875,"Canada West Construction Ltd",GC,4,1,54824,"Canada West Group",Developer,23,High,"join=EXACT; loser-suppressed"
"hukalo oberg",MERGE,9140,"Hukalo Oberg Engineering Ltd.",Competitor,11,2,9142,"Hukalo Oberg Engineering Ltd. (HO Engineering Ltd.)",Competitor,16,High,"join=EXACT"
"pci group",MERGE,53962,"The PCI Group",Developer,4,1,21199,"PCI Group",Developer,23,High,"join=EXACT; loser-suppressed"
"works of",MERGE,18607,"Works of Architecture (WOA)",Architect,12,3,18606,"Works of Architecture",Architect,15,High,"join=EXACT"
"lafrentz road marking a division of canadian road",MERGE,10642,"Lafrentz Road Marking a Division of Canadian Road Builders (Lafrentz Road Marking)",GC,7,1,10643,"Lafrentz Road Marking A Division of Canadian Road Builders Inc.",GC,14,High,"join=EXACT; loser-suppressed"
"lafrentz road marking a division of canadian road",MERGE,10644,"Lafrentz Road Marking A Division of Canadian Road Builders Inc. (Lafrentz Road Marking)",GC,5,1,10643,"Lafrentz Road Marking A Division of Canadian Road Builders Inc.",GC,14,High,"join=EXACT; loser-suppressed"
"hi beam",MERGE,23279,"Hi-Beam Contractors Ltd",GC,12,1,23277,"Hi-Beam Properties Ltd.",Developer,14,High,"join=EXACT; loser-suppressed"
"hipperson construction",MERGE,41065,"HIPPERSON CONSTRUCTION COMPANY (1996) LTD.",GC,7,0,50960,"HIPPERSON CONSTRUCTION PARTNERSHIP",GC,19,High,"join=EXACT; loser-suppressed"
"bighorn construction",MERGE,46662,"Bighorn Construction",GC,7,1,3301,"Bighorn Construction (2005) Ltd.",GC,19,High,"join=EXACT; loser-suppressed"
"pr pomeroy restoration",MERGE,32189,"PR Pomeroy Restoration & Construction (BC) Inc.",GC,5,0,26800,"PR Pomeroy Restoration & Construction Ltd",GC,20,High,"join=EXACT; loser-suppressed"
"questic contracting",MERGE,13978,"Questic Contracting Ltd (Park, Playground & Spraypark Contracting & Consulting)",GC,8,1,13979,"Questic Contracting Ltd",GC,17,High,"join=EXACT; loser-suppressed"
"bc ferries",MERGE,70325,"BC Ferries (British Columbia Ferry Services Inc.)",Buyer,7,2,53730,"BC Ferries Corporation",Buyer,18,High,"join=EXACT; loser-suppressed"
"tribuild contracting",MERGE,17284,"Tribuild Contracting Ltd.",GC,5,1,17283,"Tribuild Contracting (Calgary) Ltd.",GC,19,High,"join=EXACT; loser-suppressed"
"penticton indian band",MERGE,49132,"Penticton Indian Band",Developer,11,1,69740,"Penticton Indian Band Development Corporation",Developer,13,High,"join=EXACT"
"edyu group",MERGE,20976,"EDYU Group Construction & Development Ltd",Developer,6,1,20678,"EDYU Group Development & Construction Ltd.",GC,18,High,"join=EXACT; loser-suppressed"
"dcl construction services",MERGE,5907,"DCL Construction Services Ltd. (DCL Construction Services Ltd.)",GC,4,0,5906,"DCL Construction Services Ltd.",GC,20,High,"join=EXACT; loser-suppressed"
"porscon construction",MERGE,13544,"Porscon Construction",GC,9,1,13545,"Porscon Construction (2012) Ltd.",GC,15,High,"join=EXACT; loser-suppressed"
"introba canada",MERGE,71521,"Introba Canada LLP (Calgary Office)",Competitor,9,0,9684,"INTROBA CANADA LLP",Vendor,12,High,"join=EXACT; loser-suppressed"
"introba canada",MERGE,63935,"INTROBA CANADA ENGINEERING LP",Competitor,3,1,9684,"INTROBA CANADA LLP",Vendor,12,High,"join=EXACT; loser-suppressed"
"king county housing authority",MERGE,73761,"King County Housing Authority",Buyer,9,2,73729,"King County Housing Authority (KCHA)",Buyer,14,High,"join=EXACT"
"fidelity engineering",MERGE,64055,"FIDELITY ENGINEERING",Competitor,3,0,49990,"Fidelity Engineering & Construction",GC,20,High,"join=EXACT; loser-suppressed"
"formula contractors",MERGE,7650,"Formula Contractors BC Ltd.",GC,5,1,7651,"Formula Contractors Ltd",GC,18,High,"join=EXACT; loser-suppressed"
"greater vancouver regional district",MERGE,53780,"Greater Vancouver Regional District",Buyer,4,1,18868,"Greater Vancouver Regional District (Metro Vancouver)",Buyer,19,High,"join=EXACT; loser-suppressed"
"brook construction",MERGE,40737,"BROOK CONSTRUCTION (2017) INC.",GC,3,0,40764,"BROOK CONSTRUCTION (2007) INC.",GC,20,High,"join=EXACT; loser-suppressed"
"innovative civil",MERGE,9503,"Innovative Civil Construction",GC,3,0,9504,"Innovative Civil Constructors Inc",GC,20,High,"join=EXACT; loser-suppressed"
"seasonal impact",MERGE,15127,"Seasonal Impact",Vendor,6,0,15129,"Seasonal Impact Contracting Ltd.",GC,13,Medium,"join=EXACT-NONBD"
"seasonal impact",MERGE,15128,"Seasonal Impact (Landscape Construction & Maintenance)",GC,3,0,15129,"Seasonal Impact Contracting Ltd.",GC,13,High,"join=EXACT; loser-suppressed"
"arrow engineering",MERGE,71150,"Arrow Engineering (now Englobe)",Competitor,6,1,2636,"Arrow Engineering Inc.",Competitor,16,High,"join=EXACT; loser-suppressed"
"rossco s tree service",MERGE,14715,"Rossco's Tree Service & Contracting Ltd.",GC,3,0,14717,"Rossco's Tree Service and Contracting Ltd.",GC,15,High,"join=EXACT; loser-suppressed"
"rossco s tree service",MERGE,14716,"Rossco's Tree Service & Contracting Ltd. (Rossco's Tree Care)",GC,3,0,14717,"Rossco's Tree Service and Contracting Ltd.",GC,15,High,"join=EXACT; loser-suppressed"
"ags mechanical",MERGE,1908,"AGS Mechanical Contracting",GC,3,0,1909,"AGS Mechanical Contractors Ltd",GC,17,High,"join=EXACT; loser-suppressed"
"department of national defence",MERGE,18851,"Department of National Defence (DND)",Buyer,6,1,71350,"Department of National Defence Canada",Buyer,14,High,"join=EXACT; loser-suppressed"
"heiltsuk nation",MERGE,71417,"Heiltsuk Nation (Heiltsuk Tribal Council)",Buyer,5,1,71316,"Heiltsuk Nation",Buyer,15,High,"join=EXACT; loser-suppressed"
"magellan engineering",MERGE,51188,"MAGELLAN ENGINEERING",Competitor,9,0,46545,"MAGELLAN ENGINEERING CONSULTANTS",Competitor,11,High,"join=EXACT; loser-suppressed"
"mainline construction",MERGE,11247,"Mainline Construction (2014) Ltd",GC,10,0,11246,"Mainline Construction",GC,10,High,"join=EXACT; loser-suppressed"
"nait",MERGE,68809,"NAIT",Developer,9,4,70296,"NAIT (Northern Alberta Institute of Technology)",Buyer,11,High,"join=EXACT"
"keltic development",MERGE,36785,"Keltic (Marine) Development Ltd.",Developer,4,1,55065,"Keltic Development",Developer,16,High,"join=EXACT; loser-suppressed"
"formwerks boutique",MERGE,71104,"Formwerks Boutique",Buyer,4,2,24837,"Formwerks Boutique Properties",Developer,16,High,"join=EXACT; loser-suppressed"
"cutting edge",MERGE,50154,"CUTTING EDGE CONSULTING INC.",Vendor,6,1,5685,"Cutting Edge Construction Ltd.",GC,10,Low,"join=EXACT-NONBD; BIZNUM-CONFLICT(810243212 vs 828098970)"
"cutting edge",MERGE,5684,"Cutting Edge Contracting Ltd",GC,3,1,5685,"Cutting Edge Construction Ltd.",GC,10,High,"join=EXACT; loser-suppressed"
"leeville construction",MERGE,10829,"Leeville Construction Ltd. (Craftex Builders)",GC,4,1,10828,"Leeville Construction Ltd.",GC,15,High,"join=EXACT; loser-suppressed"
