LoserId,SurvivorId,Reason
71459,8799,HCMA Architecture + Design (formerly HCM) straggler -> hcma Architecture + Design
71369,54571,KMBR Architects Planners straggler -> KMBR Architects
71461,69589,Musson Cattell Mackey Partnership Architects Designers Planners straggler -> MCMP
