LoserId,SurvivorId,Reason
38942,66,Beedie Living -> Beedie Development Group (KorClient)
38941,66,Beedie Industrial -> Beedie Development Group
54465,66,Beedie Holdings -> Beedie Development Group
69917,66,Beedie Construction -> Beedie Development Group
54933,66,Beedie (composite description) -> Beedie Development Group
70993,66,Beedie (Buyer Clendor variant b3f3...) -> Beedie Development Group (CL00033)
69463,69114,SD No. 22 (Vernon) -> School District 22 (Vernon)
70547,69114,SD22 Vernon School District -> School District 22 (Vernon)
