LoserId,SurvivorId
71467,38974
71462,2579
71478,38934
71474,17
71477,38960
71475,68913
71484,54674
71479,70635
71481,69703
71470,153
71473,70543
71472,69109
71471,38969
71469,54571
71468,69688
70800,54246
61,54246
69170,54246
69171,54246
