LoserId,SurvivorId
69096,69254
69018,69214
69237,38974
69124,38968
69288,69332
69469,69332
3061,3886
3062,3892
3068,3064
3071,3975
3073,3876
3079,4055
3080,4054
3835,4085
3838,4077
2919,3977
