70883,76162
71501,69614
76647,15089
76746,71101
75646,69095
75734,54939
76130,69739
69478,531
76001,74037
68735,68862
73825,695
76894,54944
76904,74260
610,376
6885,6887
50462,44026
66354,12107
75984,54330
76501,69154
