1556,1557
1558,1557
47928,66204
61646,66204
76599,38960
75565,38960
75986,38960
75710,68620
75612,68620
2051,2050
2053,2050
48091,2364
48356,2364
2420,2419
2418,2419
2921,2923
2924,2923
3036,3035
66214,3035
3510,3508
3512,3508
75175,75564
75726,75564
70148,75564
75688,68762
75785,68762
3692,3690
49400,3690
76620,74184
76294,74184
48433,43094
48510,43094
76358,4771
69773,4771
25127,32498
20067,32498
317,72068
70299,72068
76899,54950
76799,54950
47052,47270
46732,47270
46844,47270
48630,5909
47498,5909
76415,76633
70243,76633
76535,70884
6141,70884
6145,70884
75896,54753
71465,54753
75794,54753
76420,241
76468,241
76150,53876
55047,53876
37859,53876
76058,53876
54867,142
