LoserId,SurvivorId
75857,38926
75665,38926
74927,38926
76565,69332
76507,69332
75978,69332
75877,69332
75535,76162
75880,76162
75657,76162
76536,76162
73782,76162
76434,76162
76030,76162
23243,76162
75970,76162
31755,76162
76222,69571
75663,69571
54971,69571
54970,75852
