63782,46699
63893,46699
64024,46699
76317,75801
75479,75801
75915,75903
74016,75903
46989,47033
48081,47033
24992,19405
26781,19405
7407,7409
7411,7409
7776,7775
53680,53625
54208,53625
75624,54190
76233,54190
74172,1
75561,1
63310,47147
49036,47147
47230,47147
31983,8323
8324,8323
68820,8538
75983,8538
75784,8538
8544,8538
69612,8538
76199,8538
75623,55056
76309,55056
75512,8799
76472,8799
75554,72190
76527,72190
75996,72190
75981,72190
75616,68622
76798,68622
76846,68622
54282,54300
76255,54300
75864,75055
76088,75055
76557,75055
76289,75055
75998,75055
69214,24218
76519,24218
75913,24218
10064,10062
10065,10062
50796,10062
75923,69186
55035,69186
75621,69186
75943,69186
10309,10311
10310,10311
10312,10311
76781,38927
76823,38927
10545,10548
10546,10548
10549,10548
10788,10790
10789,10790
10791,10790
68766,69671
75692,69671
74153,69671
75805,69671
11076,11075
11077,11075
73964,68782
469,72334
53332,784
69032,880
75066,54977
76129,54979
9852,9851
52777,9851
54192,69251
76295,69251
